Date,Time,Name,MAC,Value
2023-06-14,16:21:31.950,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:21:32.929,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:21:33.948,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:21:34.949,AP1,f0:b4:29:db:56:85,-49
2023-06-14,16:21:35.938,AP1,f0:b4:29:db:56:85,-56
2023-06-14,16:21:36.944,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:37.944,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:38.939,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:39.937,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:40.951,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:41.953,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:42.946,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:43.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:44.953,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:45.955,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:46.948,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:47.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:48.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:49.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:50.944,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:51.949,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:52.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:53.951,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:54.950,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:55.957,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:56.950,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:57.937,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:58.959,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:21:59.946,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:00.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:01.948,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:02.954,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:03.944,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:04.941,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:05.949,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:06.948,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:07.947,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:08.942,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:09.944,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:10.957,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:11.950,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:12.959,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:13.960,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:14.951,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:15.951,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:16.960,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:17.954,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:18.959,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:19.952,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:20.951,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:21.955,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:22.952,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:23.955,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:24.962,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:25.949,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:26.956,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:27.958,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:28.943,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:29.952,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:30.957,AP1,f0:b4:29:db:56:85,-55
2023-06-14,16:22:31.958,AP1,f0:b4:29:db:56:85,-55
