Date,Time,Name,MAC,Value
2023-06-14,16:06:52.501,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:53.497,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:54.512,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:55.510,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:56.513,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:57.510,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:58.514,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:06:59.501,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:07:00.513,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:07:01.508,AP1,f0:b4:29:db:56:85,-46
2023-06-14,16:07:02.506,AP1,f0:b4:29:db:56:85,-44
2023-06-14,16:07:03.522,AP1,f0:b4:29:db:56:85,-48
2023-06-14,16:07:04.505,AP1,f0:b4:29:db:56:85,-43
2023-06-14,16:07:05.511,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:06.509,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:07.509,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:08.515,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:09.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:10.523,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:11.500,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:12.513,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:13.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:14.511,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:15.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:16.500,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:17.519,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:18.502,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:19.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:20.508,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:21.509,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:22.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:23.512,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:24.523,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:25.522,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:26.514,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:27.519,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:28.503,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:29.513,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:30.505,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:31.515,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:32.508,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:33.515,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:34.520,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:35.527,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:36.518,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:37.509,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:38.519,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:39.513,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:40.520,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:41.519,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:42.517,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:43.508,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:44.515,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:45.521,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:46.518,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:47.523,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:48.519,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:49.520,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:50.517,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:51.518,AP1,f0:b4:29:db:56:85,-47
2023-06-14,16:07:52.516,AP1,f0:b4:29:db:56:85,-47
