AP1,AP2,x,y
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.570401668548584,7.086681842803955
-43.0,-42.18132781982422,-0.09100789576768875,4.181893348693848
-41.0,-55.0,2.5,4.6
-41.0,-55.0,1.9672118425369263,2.053755760192871
-51.17952346801758,-55.0,2.081479549407959,3.585240125656128
-43.0,-57.0,3.0,6.4
-43.0,-57.0,1.9960763454437256,2.021674871444702
-53.17952346801758,-57.0,2.3241279125213623,4.095466613769531
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.0288214683532715,5.8332414627075195
-47.0,-45.9084358215332,1.7061806917190552,5.201632499694824
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,0.4985310733318329,9.098779678344727
-41.0,-37.17952346801758,0.49943533539772034,9.099609375
-41.0,-43.0,0.5,1.9
-41.0,-43.0,1.655066728591919,5.248557090759277
-42.45421600341797,-43.0,0.7401608824729919,4.518232345581055
-56.0,-31.0,2.5,9.1
-56.0,-31.0,0.2513681948184967,8.966032028198242
-56.0,-49.1777229309082,0.30558061599731445,4.197323322296143
-43.0,-45.0,2.0,6.4
-43.0,-45.0,2.8060970306396484,4.877228260040283
-44.45421600341797,-45.0,1.9180457592010498,5.306600570678711
-48.0,-50.0,1.5,6.4
-48.0,-50.0,4.288474082946777,3.0716676712036133
-49.45421600341797,-50.0,3.1264894008636475,5.2791595458984375
-82.0,-42.0,3.5,4.6
-82.0,-42.0,1.9108636379241943,7.52189826965332
-82.0,-71.08435821533203,1.616309642791748,4.528034210205078
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.0288214683532715,5.8332414627075195
-47.0,-45.9084358215332,1.7061806917190552,5.201632499694824
-33.0,-45.0,1.5,1.9
-33.0,-45.0,-0.5786145329475403,3.2348787784576416
-41.72530746459961,-45.0,-0.7736890316009521,2.0102739334106445
-41.0,-43.0,0.5,1.9
-41.0,-43.0,1.655066728591919,5.248557090759277
-42.45421600341797,-43.0,0.7401608824729919,4.518232345581055
