AP1,AP2,x,y
-48.0,-44.0,4.0,4.6
-48.0,-44.0,3.2067160606384277,6.01240348815918
-48.0,-45.250553131103516,3.54849910736084,6.424454212188721
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.83415150642395,5.454533100128174
-43.31263732910156,-44.0,2.9445369243621826,5.502892971038818
-51.0,-45.0,1.0,4.6
-51.0,-45.0,1.1805390119552612,4.096831798553467
-51.0,-46.87582778930664,1.0874768495559692,3.933516502380371
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.2876946926116943,7.093876361846924
-43.0,-40.93791580200195,2.5742287635803223,7.423833847045898
-45.0,-47.0,1.5,7.3
-45.0,-47.0,3.5316920280456543,4.473416328430176
-45.625274658203125,-47.0,3.4862236976623535,4.8353142738342285
-50.0,-39.0,3.5,7.3
-50.0,-39.0,2.5232291221618652,7.078054428100586
-50.0,-42.43901824951172,3.2817647457122803,5.034367561340332
-47.0,-43.0,3.0,4.6
-47.0,-43.0,3.2004268169403076,5.917398929595947
-47.0,-44.250553131103516,3.2968218326568604,5.470082759857178
-47.0,-37.0,1.5,8.2
-47.0,-37.0,2.524390459060669,7.698175430297852
-47.0,-40.126380920410156,3.0067710876464844,6.988648891448975
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.6397857666015625,4.940817832946777
-46.0,-46.0,3.6397857666015625,4.940817832946777
-37.0,-28.0,-0.8,3.7
-37.0,-28.0,0.1466248333454132,3.3860228061676025
-37.0,-36.38396453857422,1.0688742399215698,4.016717433929443
-56.0,-31.0,2.5,9.1
-56.0,-31.0,2.6594021320343018,5.7911272048950195
-56.0,-38.81595230102539,1.7626665830612183,6.404102802276611
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.5467510223388672,6.568449974060059
-41.0,-31.376934051513672,0.9501004815101624,5.688145160675049
-65.0,-48.0,4.75,3.7
-65.0,-48.0,4.7495646476745605,3.7001166343688965
-65.0,-53.314849853515625,4.749983310699463,3.700003147125244
-48.0,-37.0,2.0,8.2
-48.0,-37.0,2.5221176147460938,7.662322044372559
-48.0,-40.43901824951172,3.0494439601898193,6.801732063293457
-82.0,-42.0,3.5,3.7
-82.0,-42.0,3.5080208778381348,4.553646564483643
-82.0,-54.50552749633789,4.715415954589844,3.723468542098999
-50.0,-27.0,1.0,7.3
-50.0,-27.0,2.0841236114501953,7.224160671234131
-50.0,-34.190677642822266,2.4925341606140137,7.105749607086182
