AP1,AP2,x,y,gamma1,gamma2,d1,d2
-33.0,-45.0,1.5,1.9
-33.0,-45.0,1.2422940731048584,2.1292002201080322
-36.75165939331055,-45.0,-0.08741315454244614,2.3137834072113037,0.9771248966143847,0.0,2.420743687382041,8.237718130647588
-51.0,-45.0,1.0,3.7
-51.0,-45.0,3.145691156387329,7.12052059173584
-51.0,-46.87582778930664,3.3621761798858643,7.1403021812438965,0.0,0.23309625803694514,3.83275357934736,6.378871373526825
-37.0,-28.0,-0.8,4.6
-37.0,-28.0,-0.7641288638114929,4.574277877807617
-37.0,-30.813743591308594,-0.7323850393295288,4.312288761138916,0.0,0.38172738422088803,4.6690470119715,5.458937625582473
-48.0,-37.0,4.0,7.3
-48.0,-37.0,2.478224992752075,7.872287750244141
-48.0,-40.43901824951172,3.058074474334717,5.650267601013184,0.0,0.5030858687751475,8.324061508662703,4.825971404805461
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.2887832224369049,7.734893798828125
-41.0,-31.376934051513672,0.6562681198120117,6.324140548706055,0.0,0.9734381305350391,7.343704787094863,2.816025568065745
-49.0,-43.0,2.5,7.3
-49.0,-43.0,2.9936816692352295,6.107078552246094
-49.0,-44.87582778930664,3.5243301391601562,6.141672134399414,0.0,0.3315300195027382,7.71621668954417,3.67967389859482
-44.0,-37.0,1.5,3.7
-44.0,-37.0,1.679136037826538,6.294215679168701
-44.0,-39.18846893310547,2.13657283782959,7.228444576263428,0.0,0.26974369459629394,3.992492955535426,6.476109943476871
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.1820201873779297,4.05989933013916
-46.0,-46.0,3.1820201873779297,4.05989933013916,0.0,0.0,3.5510561809129406,8.637708029332781
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.6300865411758423,8.069818496704102
-44.0,-32.314849853515625,1.2288223505020142,6.388233184814453,0.0,1.9582169845243067,8.21522975941635,1.868154169226941
-43.0,-37.0,0.5,7.3
-43.0,-37.0,1.4528312683105469,5.578475475311279
-43.0,-38.87582778930664,1.4546594619750977,6.45541524887085,0.0,0.42760178985491154,7.3171032519706865,2.7459060435491964
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.4100594520568848,4.249984264373779
-43.31263732910156,-44.0,2.559997081756592,4.3573689460754395,0.047988049590661906,0.0,4.4821869662029945,8.005623023850173
-51.0,-45.0,1.0,3.7
-51.0,-45.0,3.145691156387329,7.12052059173584
-51.0,-46.87582778930664,3.3621761798858643,7.1403021812438965,0.0,0.23309625803694514,3.83275357934736,6.378871373526825
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.011981248855591,6.372188091278076
-50.0,-42.43901824951172,3.002419948577881,6.427330017089844,0.0,0.5327992599592434,8.095677859203638,4.420407221060069
-45.0,-50.0,4.75,1.9
-45.0,-50.0,4.499685287475586,3.157625198364258
-46.56319046020508,-50.0,2.7422361373901367,5.523746967315674,0.22050227357111668,0.0,5.115906566777779,9.39002129923037
-47.0,-37.0,1.5,8.2
-47.0,-37.0,2.228997230529785,7.962743759155273
-47.0,-40.126380920410156,3.013998031616211,6.582683086395264,0.0,0.8454564165010178,8.336066218546971,2.343074902771997
-43.0,-39.0,0.5,4.6
-43.0,-39.0,1.4948400259017944,6.545590877532959
-43.0,-40.250553131103516,2.0422956943511963,7.271706581115723,0.0,0.17031765313924568,4.62709412050371,5.4230987451825
-41.0,-55.0,2.5,3.7
-41.0,-55.0,2.488537549972534,4.08415412902832
-45.37693405151367,-55.0,2.9148786067962646,5.825437068939209,0.673516864411738,0.0,4.465422712353221,6.777905281132217
-43.0,-57.0,3.0,6.4
-43.0,-57.0,2.643437385559082,4.995055675506592
-47.37693405151367,-57.0,2.6548643112182617,5.607431411743164,0.5153510250398957,0.0,7.068238818828918,4.686149805543993
-32.0,-47.0,2.5,2.8
-32.0,-47.0,2.1821069717407227,2.0856316089630127
-36.689571380615234,-47.0,-0.20913413166999817,3.206937789916992,0.8163506849079072,0.0,3.753664875824692,7.621679604916491
-56.0,-31.0,2.5,9.1
-56.0,-31.0,2.07700252532959,7.34649658203125
-56.0,-38.81595230102539,2.2902326583862305,6.9394612312316895,0.0,1.8416373734358882,9.43716058992322,2.6570660511172846
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.011981248855591,6.372188091278076
-50.0,-42.43901824951172,3.002419948577881,6.427330017089844,0.0,0.5327992599592434,8.095677859203638,4.420407221060069
-45.0,-50.0,4.75,2.8
-45.0,-50.0,4.499685287475586,3.157625198364258
-46.56319046020508,-50.0,2.7422361373901367,5.523746967315674,0.21082752171188168,0.0,5.513846207503434,8.625688378326682
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.2054555416107178,3.5045664310455322
-36.93791580200195,-39.0,1.2209423780441284,3.677778720855713,0.1607366384047416,0.0,3.83275357934736,6.378871373526825
-45.0,-50.0,4.75,2.8
-45.0,-50.0,4.499685287475586,3.157625198364258
-46.56319046020508,-50.0,2.7422361373901367,5.523746967315674,0.21082752171188168,0.0,5.513846207503434,8.625688378326682
-50.0,-41.0,4.0,1.9
-50.0,-41.0,3.3820278644561768,4.875638961791992
-50.0,-43.813743591308594,2.9528372287750244,6.9153571128845215,0.0,0.2943641519987142,4.428317965096905,9.033825324855467
-48.0,-44.0,4.0,4.6
-48.0,-44.0,3.1786372661590576,5.180208206176758
-48.0,-45.250553131103516,3.50355863571167,5.148342132568359,0.0,0.15114671806764246,6.095900261651268,6.7201190465645775
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.011981248855591,6.372188091278076
-50.0,-42.43901824951172,3.002419948577881,6.427330017089844,0.0,0.5327992599592434,8.095677859203638,4.420407221060069
-82.0,-42.0,3.5,4.6
-82.0,-42.0,3.4932096004486084,4.6061201095581055
-82.0,-52.58633041381836,4.749996185302734,3.700003147125244,0.0,1.30929394255061,5.78013840664737,6.435060217278468
-50.0,-41.0,4.0,1.9
-50.0,-41.0,3.3820278644561768,4.875638961791992
-50.0,-43.813743591308594,2.9528372287750244,6.9153571128845215,0.0,0.2943641519987142,4.428317965096905,9.033825324855467
-50.0,-38.0,2.0,7.3
-50.0,-38.0,2.6441218852996826,6.951094627380371
-50.0,-41.75165939331055,3.1759190559387207,5.689456462860107,0.0,0.712773056611349,7.569015788066504,3.3600595232822887
-40.0,-42.0,0.5,2.8
-40.0,-42.0,0.36683326959609985,4.013574600219727
-40.625274658203125,-42.0,0.5983719825744629,4.44028902053833,0.1377335043385071,0.0,2.8442925306655784,7.217340230306453
-46.0,-52.0,4.75,4.6
-46.0,-52.0,3.9034218788146973,3.666663885116577
-47.87582778930664,-52.0,1.867314338684082,5.08384895324707,0.22866119196662518,0.0,6.612299146287923,7.191835648845155
-43.0,-57.0,3.0,6.4
-43.0,-57.0,2.643437385559082,4.995055675506592
-47.37693405151367,-57.0,2.6548643112182617,5.607431411743164,0.5153510250398957,0.0,7.068238818828918,4.686149805543993
-30.0,-42.0,1.0,1.9
-30.0,-42.0,0.999731183052063,2.094008445739746
-33.75165939331055,-42.0,0.8691899180412292,2.7821335792541504,1.1305270942956749,0.0,2.1470910553583886,8.161494961096281
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.963447093963623,4.920236587524414
-47.0,-44.250553131103516,3.041569471359253,4.720336437225342,0.0,0.1614527404780546,5.235456045083369,5.950630218724736
-44.0,-36.0,1.5,9.1
-44.0,-36.0,1.613944411277771,6.086055278778076
-44.0,-38.50110626220703,1.9276254177093506,6.929697036743164,0.0,1.029852143984791,9.222797840135064,1.7492855684535902
-47.0,-37.0,1.5,8.2
-47.0,-37.0,2.228997230529785,7.962743759155273
