AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-47.34465789794922,-50.0,4,6,0.11196418983982123,1.1484692377622707
-47.0,-43.0,-47.0,-44.875728607177734,5,3,1.5746332962591127,1.9051156302814607
-50.0,-41.0,-50.0,-45.22038650512695,3,6,4.409166244181695,4.711394560493963
-41.0,-55.0,-47.56504440307617,-55.0,4,4,0.7629003851215214,1.0811530397984666
-50.0,-27.0,-50.0,-37.785430908203125,5,2,0.8805933470164243,1.4892164045307124
-48.0,-37.0,-48.0,-42.15824890136719,6,3,2.0280176153641767,2.652905809090715
-42.0,-48.0,-44.81359100341797,-48.0,6,3,0.24648722638084639,2.5672869086052255
-32.0,-47.0,-39.03397750854492,-47.0,2,6,0.6467065908321562,3.2529753779015556
-43.0,-40.0,-43.0,-41.406795501708984,6,2,1.645029615690133,0.7221144955734146
-48.0,-44.0,-48.0,-45.875728607177734,5,4,1.9008365454179885,1.446105376383756
-36.0,-44.0,-39.7514533996582,-44.0,2,5,0.436489924272843,2.0747759393787795
-29.0,-49.0,-38.37863540649414,-49.0,2,6,1.0481180629921394,2.4748472351162087
-38.0,-48.0,-42.6893196105957,-48.0,2,5,2.2052412010232265,7.196752800926637
-36.0,-39.0,-37.406795501708984,-39.0,3,4,0.5004951567253768,0.39994355933306786
-37.0,-28.0,-37.0,-32.22038650512695,3,4,0.9713671549493582,0.7891512167605185
-43.0,-44.0,-43.46893310546875,-44.0,3,5,2.4231794842966816,2.272801275883437
-46.0,-46.0,-46.0,-46.0,3,5,1.6046132250834266,1.6046132250834266
-50.0,-39.0,-50.0,-44.15824890136719,5,3,1.1601454301985583,0.877587107000993
-50.0,-39.0,-50.0,-44.15824890136719,5,3,1.1601454301985583,0.877587107000993
-41.0,-27.0,-41.0,-33.56504440307617,6,2,0.605003231930826,3.156566703119612
-40.0,-42.0,-40.937862396240234,-42.0,2,5,1.3685548816484088,2.1261000954035043
-51.0,-45.0,-51.0,-47.81359100341797,3,4,3.7760104470882934,3.8144878330609826
-42.0,-48.0,-44.81359100341797,-48.0,7,3,0.8431200432691581,3.467020196615638
-45.0,-40.0,-45.0,-42.34465789794922,6,2,1.6011138817486992,1.9589438864105175
-56.0,-31.0,-56.0,-42.723297119140625,6,2,3.1728106901916155,4.896506079961264
-47.0,-43.0,-47.0,-44.875728607177734,3,5,1.1811738674431667,0.884447676079242
-45.0,-46.0,-45.46893310546875,-46.0,4,5,0.7935593009913414,0.6295507920872864
-44.0,-27.0,-44.0,-34.971839904785156,5,2,0.07653794803451157,3.438738560893805
-44.0,-27.0,-44.0,-34.971839904785156,6,1,0.855970310984063,4.330008280065785
-65.0,-48.0,-65.0,-55.971839904785156,4,5,0.12173727299348383,2.6240156256948093
-46.0,-38.0,-46.0,-41.7514533996582,6,2,1.2746751951757347,2.2133375256094534
-42.0,-55.0,-48.09611511230469,-55.0,2,5,1.2588163535076098,1.7207763397289564
