AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-45.92551803588867,-50.0,0,0,1.3120021961613757,1.735095629844597
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.3120021961613757,1.735095629844597
-50.0,-41.0,-50.0,-42.66593551635742,0,0,1.3120021961613757,1.735095629844597
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.3120021961613757,1.735095629844597
-50.0,-27.0,-50.0,-31.257389068603516,0,0,1.3120021961613757,1.735095629844597
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.3120021961613757,1.735095629844597
-42.0,-48.0,-43.11062240600586,-48.0,0,0,1.3120021961613757,1.735095629844597
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.3120021961613757,1.735095629844597
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.3120021961613757,1.735095629844597
-48.0,-44.0,-48.0,-44.74041748046875,0,0,1.3120021961613757,1.735095629844597
-36.0,-44.0,-37.480831146240234,-44.0,0,0,1.3120021961613757,1.735095629844597
-29.0,-49.0,-32.70207977294922,-49.0,0,0,1.3120021961613757,1.735095629844597
-38.0,-48.0,-39.85103988647461,-48.0,0,0,1.3120021961613757,1.735095629844597
-36.0,-39.0,-36.55531311035156,-39.0,0,0,1.3120021961613757,1.735095629844597
-37.0,-28.0,-37.0,-29.665935516357422,0,0,1.3120021961613757,1.735095629844597
-43.0,-44.0,-43.18510437011719,-44.0,0,0,1.3120021961613757,1.735095629844597
-46.0,-46.0,-46.0,-46.0,0,0,1.3120021961613757,1.735095629844597
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.3120021961613757,1.735095629844597
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.3120021961613757,1.735095629844597
-41.0,-27.0,-41.0,-29.591453552246094,0,0,1.3120021961613757,1.735095629844597
-40.0,-42.0,-40.370208740234375,-42.0,0,0,1.3120021961613757,1.735095629844597
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.3120021961613757,1.735095629844597
-42.0,-48.0,-43.11062240600586,-48.0,0,0,1.3120021961613757,1.735095629844597
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.3120021961613757,1.735095629844597
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.3120021961613757,1.735095629844597
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.3120021961613757,1.735095629844597
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.3120021961613757,1.735095629844597
-44.0,-27.0,-44.0,-41.309715270996094,0,0,1.3120021961613757,1.735095629844597
-44.0,-27.0,-44.0,-30.146766662597656,0,0,1.3120021961613757,1.735095629844597
-65.0,-48.0,-65.0,-51.146766662597656,0,0,1.3120021961613757,1.735095629844597
-46.0,-38.0,-46.0,-39.480831146240234,0,0,1.3120021961613757,1.735095629844597
-42.0,-55.0,-44.406349182128906,-55.0,2,5,1.3120021961613757,1.735095629844597
-50.0,-22.0,-50.0,-29.393526077270508,0,0,1.2373740718000739,1.6358850550882311
-42.0,-22.0,-42.0,-25.702077865600586,0,0,1.2373740718000739,1.6358850550882311
-43.0,-39.0,-43.0,-39.74041748046875,0,0,1.2373740718000739,1.6358850550882311
-38.0,-48.0,-39.85103988647461,-48.0,0,0,1.2373740718000739,1.6358850550882311
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.2373740718000739,1.6358850550882311
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.2373740718000739,1.6358850550882311
-43.0,-37.0,-43.0,-38.11062240600586,0,0,1.2373740718000739,1.6358850550882311
-48.0,-46.0,-48.0,-46.370208740234375,0,0,1.2373740718000739,1.6358850550882311
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.2373740718000739,1.6358850550882311
-27.0,-48.0,-30.887182235717773,-48.0,0,0,1.2373740718000739,1.6358850550882311
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.2373740718000739,1.6358850550882311
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.2373740718000739,1.6358850550882311
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.2373740718000739,1.6358850550882311
-40.0,-41.0,-40.18510437011719,-41.0,0,0,1.2373740718000739,1.6358850550882311
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.2373740718000739,1.6358850550882311
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.2373740718000739,1.6358850550882311
-43.0,-44.0,-43.18510437011719,-44.0,0,0,1.2373740718000739,1.6358850550882311
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.2373740718000739,1.6358850550882311
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.2373740718000739,1.6358850550882311
-42.0,-55.0,-44.406349182128906,-55.0,0,0,1.2373740718000739,1.6358850550882311
-33.0,-45.0,-35.22124481201172,-45.0,0,0,1.2373740718000739,1.6358850550882311
-37.0,-28.0,-37.0,-29.665935516357422,0,0,1.2373740718000739,1.6358850550882311
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.2373740718000739,1.6358850550882311
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.2373740718000739,1.6358850550882311
-45.0,-50.0,-45.92551803588867,-50.0,0,0,1.2373740718000739,1.6358850550882311
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.2373740718000739,1.6358850550882311
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.2373740718000739,1.6358850550882311
-44.0,-27.0,-44.0,-30.146766662597656,0,0,1.2373740718000739,1.6358850550882311
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.2373740718000739,1.6358850550882311
-49.0,-43.0,-49.0,-44.11062240600586,0,0,1.2373740718000739,1.6358850550882311
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.2373740718000739,1.6358850550882311
-36.0,-44.0,-37.480831146240234,-44.0,2,5,1.2373740718000739,1.6358850550882311
-47.0,-43.0,-47.0,-43.74041748046875,0,0,1.9175689577143933,1.9269891273813462
-43.0,-37.0,-43.0,-38.11062240600586,0,0,1.9175689577143933,1.9269891273813462
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.9175689577143933,1.9269891273813462
-45.0,-47.0,-45.370208740234375,-47.0,0,0,1.9175689577143933,1.9269891273813462
-43.0,-45.0,-43.370208740234375,-45.0,0,0,1.9175689577143933,1.9269891273813462
-45.0,-50.0,-45.92551803588867,-50.0,0,0,1.9175689577143933,1.9269891273813462
-36.0,-39.0,-36.55531311035156,-39.0,0,0,1.9175689577143933,1.9269891273813462
-43.0,-37.0,-43.0,-38.11062240600586,0,0,1.9175689577143933,1.9269891273813462
-43.0,-44.0,-43.18510437011719,-44.0,0,0,1.9175689577143933,1.9269891273813462
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.9175689577143933,1.9269891273813462
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.9175689577143933,1.9269891273813462
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.9175689577143933,1.9269891273813462
-47.0,-37.0,-47.0,-38.85103988647461,0,0,1.9175689577143933,1.9269891273813462
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.9175689577143933,1.9269891273813462
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.9175689577143933,1.9269891273813462
-29.0,-49.0,-32.70207977294922,-49.0,0,0,1.9175689577143933,1.9269891273813462
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.9175689577143933,1.9269891273813462
-45.0,-50.0,-45.92551803588867,-50.0,0,0,1.9175689577143933,1.9269891273813462
-45.0,-47.0,-45.370208740234375,-47.0,0,0,1.9175689577143933,1.9269891273813462
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.9175689577143933,1.9269891273813462
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.9175689577143933,1.9269891273813462
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.9175689577143933,1.9269891273813462
-44.0,-47.0,-44.55531311035156,-47.0,0,0,1.9175689577143933,1.9269891273813462
-43.0,-39.0,-43.0,-39.74041748046875,0,0,1.9175689577143933,1.9269891273813462
-43.0,-45.0,-43.370208740234375,-45.0,0,0,1.9175689577143933,1.9269891273813462
-50.0,-38.0,-50.0,-40.22124481201172,0,0,1.9175689577143933,1.9269891273813462
-48.0,-47.0,-48.0,-47.18510437011719,0,0,1.9175689577143933,1.9269891273813462
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.9175689577143933,1.9269891273813462
-43.0,-39.0,-43.0,-39.74041748046875,0,0,1.9175689577143933,1.9269891273813462
-45.0,-47.0,-45.370208740234375,-47.0,0,0,1.9175689577143933,1.9269891273813462
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.9175689577143933,1.9269891273813462
-56.0,-31.0,-56.0,-35.62759780883789,14,6,1.9175689577143933,1.9269891273813462
-43.0,-39.0,-43.0,-39.74041748046875,0,0,1.6168792643592196,2.025550521085793
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.6168792643592196,2.025550521085793
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.6168792643592196,2.025550521085793
-63.0,-39.0,-63.0,-43.4424934387207,0,0,1.6168792643592196,2.025550521085793
-46.0,-38.0,-46.0,-39.480831146240234,0,0,1.6168792643592196,2.025550521085793
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.6168792643592196,2.025550521085793
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.6168792643592196,2.025550521085793
-43.0,-39.0,-43.0,-39.74041748046875,0,0,1.6168792643592196,2.025550521085793
-48.0,-50.0,-48.370208740234375,-50.0,0,0,1.6168792643592196,2.025550521085793
-46.0,-38.0,-46.0,-39.480831146240234,0,0,1.6168792643592196,2.025550521085793
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.6168792643592196,2.025550521085793
-82.0,-42.0,-82.0,-49.40415573120117,0,0,1.6168792643592196,2.025550521085793
-45.0,-47.0,-45.370208740234375,-47.0,0,0,1.6168792643592196,2.025550521085793
-43.0,-37.0,-43.0,-38.11062240600586,0,0,1.6168792643592196,2.025550521085793
-48.0,-46.0,-48.0,-46.370208740234375,0,0,1.6168792643592196,2.025550521085793
-40.0,-41.0,-40.18510437011719,-41.0,0,0,1.6168792643592196,2.025550521085793
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.6168792643592196,2.025550521085793
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.6168792643592196,2.025550521085793
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.6168792643592196,2.025550521085793
-28.0,-48.0,-31.702077865600586,-48.0,0,0,1.6168792643592196,2.025550521085793
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.6168792643592196,2.025550521085793
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.6168792643592196,2.025550521085793
-48.0,-46.0,-48.0,-46.370208740234375,0,0,1.6168792643592196,2.025550521085793
-49.0,-55.0,-50.11062240600586,-55.0,0,0,1.6168792643592196,2.025550521085793
-42.0,-55.0,-44.406349182128906,-55.0,0,0,1.6168792643592196,2.025550521085793
-42.0,-48.0,-43.11062240600586,-48.0,0,0,1.6168792643592196,2.025550521085793
-44.0,-47.0,-44.55531311035156,-47.0,0,0,1.6168792643592196,2.025550521085793
-38.0,-48.0,-39.85103988647461,-48.0,0,0,1.6168792643592196,2.025550521085793
-50.0,-41.0,-50.0,-42.66593551635742,0,0,1.6168792643592196,2.025550521085793
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.6168792643592196,2.025550521085793
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.6168792643592196,2.025550521085793
-44.0,-47.0,-44.55531311035156,-47.0,5,4,1.6168792643592196,2.025550521085793
-43.0,-45.0,-43.370208740234375,-45.0,0,0,1.4573975353168378,1.719834735821958
-46.0,-52.0,-47.11062240600586,-52.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.4573975353168378,1.719834735821958
-49.0,-43.0,-49.0,-44.11062240600586,0,0,1.4573975353168378,1.719834735821958
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.4573975353168378,1.719834735821958
-48.0,-44.0,-48.0,-44.74041748046875,0,0,1.4573975353168378,1.719834735821958
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.4573975353168378,1.719834735821958
-82.0,-42.0,-82.0,-49.40415573120117,0,0,1.4573975353168378,1.719834735821958
-40.0,-49.0,-41.66593551635742,-49.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-44.0,-43.18510437011719,-44.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-40.0,-43.0,-40.55531311035156,0,0,1.4573975353168378,1.719834735821958
-41.0,-27.0,-41.0,-29.591453552246094,0,0,1.4573975353168378,1.719834735821958
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-45.0,-43.370208740234375,-45.0,0,0,1.4573975353168378,1.719834735821958
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.4573975353168378,1.719834735821958
-49.0,-43.0,-49.0,-44.11062240600586,0,0,1.4573975353168378,1.719834735821958
-47.0,-37.0,-47.0,-38.85103988647461,0,0,1.4573975353168378,1.719834735821958
-44.0,-47.0,-44.55531311035156,-47.0,0,0,1.4573975353168378,1.719834735821958
-37.0,-28.0,-37.0,-29.665935516357422,0,0,1.4573975353168378,1.719834735821958
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.4573975353168378,1.719834735821958
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.4573975353168378,1.719834735821958
-45.0,-46.0,-45.18510437011719,-46.0,0,0,1.4573975353168378,1.719834735821958
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.4573975353168378,1.719834735821958
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.4573975353168378,1.719834735821958
-38.0,-40.0,-38.370208740234375,-40.0,0,0,1.4573975353168378,1.719834735821958
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.4573975353168378,1.719834735821958
-41.0,-43.0,-41.370208740234375,-43.0,0,0,1.4573975353168378,1.719834735821958
-41.0,-43.0,-41.370208740234375,-43.0,0,0,1.4573975353168378,1.719834735821958
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.4573975353168378,1.719834735821958
-41.0,-27.0,-41.0,-29.591453552246094,0,0,1.4573975353168378,1.719834735821958
-38.0,-48.0,-39.85103988647461,-48.0,3,4,1.4573975353168378,1.719834735821958
-82.0,-42.0,-82.0,-49.40415573120117,0,0,1.454749771681374,2.0295252376370017
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.454749771681374,2.0295252376370017
-82.0,-42.0,-82.0,-49.40415573120117,0,0,1.454749771681374,2.0295252376370017
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.454749771681374,2.0295252376370017
-36.0,-44.0,-37.480831146240234,-44.0,0,0,1.454749771681374,2.0295252376370017
-50.0,-39.0,-50.0,-41.0361442565918,0,0,1.454749771681374,2.0295252376370017
-50.0,-38.0,-50.0,-40.22124481201172,0,0,1.454749771681374,2.0295252376370017
-48.0,-37.0,-48.0,-39.0361442565918,0,0,1.454749771681374,2.0295252376370017
-43.0,-44.0,-43.18510437011719,-44.0,0,0,1.454749771681374,2.0295252376370017
-49.0,-43.0,-49.0,-44.11062240600586,0,0,1.454749771681374,2.0295252376370017
