AP1,AP2,x,y
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-41.0,-40.0,1.5,4.6
-41.0,-40.0,1.0721946954727173,5.628985404968262
-41.0,-40.999698638916016,0.8477683663368225,4.841506481170654
-46.0,-46.0,3.0,2.8
-46.0,-46.0,3.1602275371551514,3.8598406314849854
-46.0,-46.0,3.1602275371551514,3.8598406314849854
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.3371497094631195,7.927014350891113
-41.0,-40.995784759521484,0.8483296632766724,4.845508098602295
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.1602275371551514,3.8598406314849854
-46.0,-46.0,3.1602275371551514,3.8598406314849854
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.4008868932723999,4.2264723777771
-40.999698638916016,-41.0,0.8475174307823181,4.840723991394043
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.6882855892181396,6.184901714324951
-46.99909591674805,-47.0,3.292289972305298,4.716410160064697
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.122088670730591,4.350660800933838
-43.0,-42.99819564819336,3.02121901512146,3.8540029525756836
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.2963218688964844,6.280675411224365
-50.0,-49.99668884277344,1.593441128730774,6.426746368408203
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.122088670730591,4.350660800933838
-43.0,-42.99819564819336,3.02121901512146,3.8540029525756836
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.550004005432129,7.759566783905029
-56.0,-55.99247360229492,1.7916674613952637,4.996065139770508
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.4804162085056305,8.50521183013916
-44.0,-43.9948844909668,3.1268022060394287,3.871579647064209
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.2847259044647217,3.286864995956421
-38.99909591674805,-39.0,1.0316282510757446,4.530879497528076
-63.0,-39.0,1.0,6.4
-63.0,-39.0,1.0181864500045776,7.126260280609131
-63.0,-62.992774963378906,4.749988555908203,3.7000069618225098
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.876368522644043,6.502619743347168
-49.0,-48.99819564819336,2.2782113552093506,6.589353084564209
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.936699390411377,3.8970413208007812
-43.999698638916016,-44.0,3.126523494720459,3.872570753097534
-49.0,-55.0,2.0,3.7
-49.0,-55.0,3.7965707778930664,4.501002311706543
-54.99819564819336,-55.0,1.718630075454712,5.250169277191162
-63.0,-39.0,1.0,7.3
-63.0,-39.0,1.0181864500045776,7.126260280609131
-63.0,-62.992774963378906,4.749988555908203,3.7000069618225098
-48.0,-36.0,2.0,8.2
-48.0,-36.0,2.6422336101531982,7.971039772033691
-48.0,-47.99638748168945,3.4959640502929688,6.854055881500244
-36.0,-44.0,-0.8,1.9
-36.0,-44.0,-0.4723609685897827,2.305229663848877
-43.99759292602539,-44.0,3.1261208057403564,3.872281312942505
-48.0,-46.0,4.75,8.2
-48.0,-46.0,4.042481422424316,6.705905437469482
-48.0,-47.99939727783203,3.493147373199463,6.852847099304199
-43.0,-39.0,0.5,4.6
-43.0,-39.0,1.8173294067382812,6.903243064880371
-43.0,-42.99879455566406,3.0212817192077637,3.8536815643310547
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.876368522644043,6.502619743347168
-49.0,-48.99819564819336,2.2782113552093506,6.589353084564209
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-40.0,-46.0,0.5,3.7
-40.0,-46.0,2.558185577392578,6.446213722229004
-45.99819564819336,-46.0,3.1602888107299805,3.860567331314087
-43.0,-45.0,2.0,6.4
-43.0,-45.0,2.7123682498931885,4.736166477203369
-44.99939727783203,-45.0,3.360238552093506,4.004918098449707
-51.0,-45.0,1.0,4.6
-51.0,-45.0,3.3024990558624268,7.208492279052734
-51.0,-50.99819564819336,1.5112340450286865,6.402301788330078
-50.0,-39.0,3.5,6.4
-50.0,-39.0,3.2963218688964844,6.280675411224365
-50.0,-49.99668884277344,1.593441128730774,6.426746368408203
-42.0,-55.0,2.0,2.8
-42.0,-55.0,2.56205677986145,4.366606712341309
-54.99608612060547,-55.0,1.7186615467071533,5.249892711639404
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.122088670730591,4.350660800933838
-43.0,-42.99819564819336,3.02121901512146,3.8540029525756836
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.3366281986236572,7.566239833831787
-43.0,-42.99909591674805,3.0213160514831543,3.8535709381103516
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.122088670730591,4.350660800933838
-43.0,-42.99819564819336,3.02121901512146,3.8540029525756836
-27.0,-48.0,2.0,1.9
-27.0,-48.0,1.9999363422393799,1.925644874572754
-47.99367904663086,-48.0,3.492112159729004,6.848113059997559
-32.0,-47.0,2.5,2.8
-32.0,-47.0,2.419279098510742,2.0971598625183105
-46.9954833984375,-47.0,3.29005765914917,4.711167812347412
-46.0,-38.0,1.5,9.1
-46.0,-38.0,1.9295096397399902,8.529150009155273
-46.0,-45.99759292602539,3.1603410243988037,3.858436107635498
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-48.0,-37.0,2.0,9.1
-48.0,-37.0,2.881488561630249,7.8592753410339355
-48.0,-47.99668884277344,3.49550724029541,6.853960037231445
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.3366281986236572,7.566239833831787
-43.0,-42.99909591674805,3.0213160514831543,3.8535709381103516
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.4008868932723999,4.2264723777771
-40.999698638916016,-41.0,0.8475174307823181,4.840723991394043
-41.0,-55.0,2.5,3.7
-41.0,-55.0,2.525005340576172,4.110150337219238
-54.995784759521484,-55.0,1.7186095714569092,5.25014066696167
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.876368522644043,6.502619743347168
-49.0,-48.99819564819336,2.2782113552093506,6.589353084564209
-43.0,-44.0,3.5,3.7
-43.0,-44.0,2.936699390411377,3.8970413208007812
-43.999698638916016,-44.0,3.126523494720459,3.872570753097534
-82.0,-42.0,3.5,4.6
-82.0,-42.0,3.4782702922821045,3.8533437252044678
-82.0,-81.98796081542969,4.75,3.700000047683716
-51.0,-45.0,1.0,4.6
-51.0,-45.0,3.3024990558624268,7.208492279052734
-51.0,-50.99819564819336,1.5112340450286865,6.402301788330078
-42.0,-48.0,4.0,8.2
-42.0,-48.0,3.938526153564453,7.890738487243652
-47.99819564819336,-48.0,3.492748260498047,6.851373672485352
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-48.0,-37.0,2.0,9.1
-48.0,-37.0,2.881488561630249,7.8592753410339355
-48.0,-47.99668884277344,3.49550724029541,6.853960037231445
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.3371497094631195,7.927014350891113
-41.0,-40.995784759521484,0.8483296632766724,4.845508098602295
-43.0,-39.0,0.5,4.6
-43.0,-39.0,1.8173294067382812,6.903243064880371
-43.0,-42.99879455566406,3.0212817192077637,3.8536815643310547
-45.0,-46.0,4.0,2.8
-45.0,-46.0,3.3029024600982666,4.580580711364746
-45.999698638916016,-46.0,3.1602606773376465,3.8599987030029297
-49.0,-43.0,2.5,7.3
-49.0,-43.0,2.876368522644043,6.502619743347168
-49.0,-48.99819564819336,2.2782113552093506,6.589353084564209
-30.0,-42.0,1.0,1.9
-30.0,-42.0,0.988747775554657,1.9753936529159546
-41.99638748168945,-42.0,1.921557903289795,4.658166885375977
-36.0,-44.0,-0.8,1.9
-36.0,-44.0,-0.4723609685897827,2.305229663848877
-43.99759292602539,-44.0,3.1261208057403564,3.872281312942505
-38.0,-40.0,1.5,3.7
-38.0,-40.0,0.905697762966156,4.331634521484375
-39.99939727783203,-40.0,0.5358205437660217,5.116292476654053
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.550004005432129,7.759566783905029
-56.0,-55.99247360229492,1.7916674613952637,4.996065139770508
-38.0,-48.0,-0.8,2.8
-38.0,-48.0,-0.6257408857345581,3.392317533493042
-47.99699020385742,-48.0,3.492537498474121,6.850472450256348
-45.0,-40.0,3.5,9.1
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-63.0,-39.0,1.0,6.4
-63.0,-39.0,1.0181864500045776,7.126260280609131
-63.0,-62.992774963378906,4.749988555908203,3.7000069618225098
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.6882855892181396,6.184901714324951
-46.99909591674805,-47.0,3.292289972305298,4.716410160064697
-47.0,-43.0,3.0,3.7
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-43.0,-57.0,3.0,6.4
-43.0,-57.0,2.873504638671875,6.0204668045043945
-56.995784759521484,-57.0,2.058023452758789,5.1983866691589355
-45.0,-46.0,4.0,2.8
-45.0,-46.0,3.3029024600982666,4.580580711364746
-45.999698638916016,-46.0,3.1602606773376465,3.8599987030029297
-37.0,-28.0,-0.8,4.6
-37.0,-28.0,-0.7959734201431274,4.426312446594238
-37.0,-36.997291564941406,1.210776686668396,3.4812655448913574
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.4804162085056305,8.50521183013916
-44.0,-43.9948844909668,3.1268022060394287,3.871579647064209
-48.0,-46.0,4.75,8.2
-48.0,-46.0,4.042481422424316,6.705905437469482
-48.0,-47.99939727783203,3.493147373199463,6.852847099304199
-42.0,-55.0,2.0,2.8
-42.0,-55.0,2.56205677986145,4.366606712341309
-54.99608612060547,-55.0,1.7186615467071533,5.249892711639404
-37.0,-28.0,-0.8,3.7
-37.0,-28.0,-0.7959734201431274,4.426312446594238
-37.0,-36.99381637573242,1.2102274894714355,3.481607675552368
-56.0,-31.0,2.5,9.1
-56.0,-31.0,2.550004005432129,7.759566783905029
-56.0,-55.99247360229492,1.7916674613952637,4.996065139770508
-46.0,-52.0,4.75,4.6
-46.0,-52.0,4.733786106109619,4.039074897766113
-51.99819564819336,-52.0,1.5046918392181396,6.38727331161499
-43.0,-40.0,3.0,9.1
-43.0,-40.0,2.3366281986236572,7.566239833831787
-43.0,-42.99909591674805,3.0213160514831543,3.8535709381103516
-32.0,-47.0,2.5,2.8
-32.0,-47.0,2.419279098510742,2.0971598625183105
-46.9954833984375,-47.0,3.29005765914917,4.711167812347412
-50.0,-27.0,1.0,7.3
-50.0,-27.0,1.9238786697387695,7.487505912780762
-50.0,-49.99307632446289,1.5943599939346313,6.4270758628845215
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-45.0,-40.0,3.5,9.1
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-48.0,-47.0,2.0,4.6
-48.0,-47.0,3.987959861755371,6.954485893249512
-48.0,-47.999698638916016,3.4929678440093994,6.852839946746826
-45.0,-40.0,3.5,9.1
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-45.0,-40.0,3.5,9.1
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-45.0,-46.0,4.0,2.8
-45.0,-46.0,3.3029024600982666,4.580580711364746
-45.999698638916016,-46.0,3.1602606773376465,3.8599987030029297
-42.0,-55.0,2.0,2.8
-42.0,-55.0,2.56205677986145,4.366606712341309
-54.99608612060547,-55.0,1.7186615467071533,5.249892711639404
-30.0,-42.0,1.0,1.9
-30.0,-42.0,0.988747775554657,1.9753936529159546
-41.99638748168945,-42.0,1.921557903289795,4.658166885375977
-50.0,-43.0,4.75,9.1
-50.0,-43.0,2.8929214477539062,6.504633903503418
-50.0,-49.997894287109375,1.5931869745254517,6.4266557693481445
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.6882855892181396,6.184901714324951
-46.99909591674805,-47.0,3.292289972305298,4.716410160064697
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.4804162085056305,8.50521183013916
-44.0,-43.9948844909668,3.1268022060394287,3.871579647064209
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.3371497094631195,7.927014350891113
-41.0,-40.995784759521484,0.8483296632766724,4.845508098602295
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.9395642280578613,7.980448246002197
-45.0,-44.99849319458008,3.3600869178771973,4.004487037658691
-33.0,-45.0,1.5,1.9
-33.0,-45.0,1.6485276222229004,2.117607355117798
-44.99638748168945,-45.0,3.3605315685272217,4.0055060386657715
-48.0,-46.0,4.75,8.2
-48.0,-46.0,4.042481422424316,6.705905437469482
-48.0,-47.99939727783203,3.493147373199463,6.852847099304199
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.2963218688964844,6.280675411224365
-50.0,-49.99668884277344,1.593441128730774,6.426746368408203
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.3366281986236572,7.566239833831787
-43.0,-42.99909591674805,3.0213160514831543,3.8535709381103516
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.876368522644043,6.502619743347168
-49.0,-48.99819564819336,2.2782113552093506,6.589353084564209
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.921964406967163,4.569694995880127
-47.0,-46.99879455566406,3.2931103706359863,4.717255592346191
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.3371497094631195,7.927014350891113
-41.0,-40.995784759521484,0.8483296632766724,4.845508098602295
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.2963218688964844,6.280675411224365
-50.0,-49.99668884277344,1.593441128730774,6.426746368408203
-41.0,-43.0,0.5,2.8
-41.0,-43.0,1.0299495458602905,3.061779499053955
-42.99939727783203,-43.0,3.0211269855499268,3.8530313968658447
-49.0,-42.0,1.0,4.6
-49.0,-42.0,2.8827760219573975,6.175323009490967
-49.0,-48.997894287109375,2.2795093059539795,6.589789390563965
-48.0,-37.0,4.0,7.3
-48.0,-37.0,2.881488561630249,7.8592753410339355
-48.0,-47.99668884277344,3.49550724029541,6.853960037231445
-43.0,-45.0,2.0,4.6
-43.0,-45.0,2.7123682498931885,4.736166477203369
-44.99939727783203,-45.0,3.360238552093506,4.004918098449707
-65.0,-48.0,4.75,3.7
-65.0,-48.0,4.747470378875732,3.70233154296875
-65.0,-64.99488067626953,4.75,3.700000524520874
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.3371497094631195,7.927014350891113
-41.0,-40.995784759521484,0.8483296632766724,4.845508098602295
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.2963218688964844,6.280675411224365
-50.0,-49.99668884277344,1.593441128730774,6.426746368408203
-45.0,-46.0,4.0,2.8
-45.0,-46.0,3.3029024600982666,4.580580711364746
-45.999698638916016,-46.0,3.1602606773376465,3.8599987030029297
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.936699390411377,3.8970413208007812
-43.999698638916016,-44.0,3.126523494720459,3.872570753097534
-43.0,-57.0,3.0,6.4
-43.0,-57.0,2.873504638671875,6.0204668045043945
