AP1,AP2,x,y
-47.0,-43.0,3.0,4.6
-47.0,-43.0,3.0034637451171875,4.723532676696777
-47.0,-44.250553131103516,3.304868221282959,4.38070011138916
-41.0,-40.0,1.5,4.6
-41.0,-40.0,1.6817092895507812,5.887154579162598
-41.0,-40.31263732910156,1.4600164890289307,5.5550408363342285
-46.0,-46.0,3.0,2.8
-46.0,-46.0,3.3073925971984863,4.614635944366455
-46.0,-46.0,3.3073925971984863,4.614635944366455
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.5088708400726318,7.5449910163879395
-41.0,-31.376934051513672,0.6006860136985779,5.2152791023254395
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.3073925971984863,4.614635944366455
-46.0,-46.0,3.3073925971984863,4.614635944366455
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.6032980680465698,3.7978224754333496
-40.31263732910156,-41.0,0.6754992008209229,3.9614760875701904
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.969435930252075,7.778535842895508
-45.0,-41.56319046020508,3.163296699523926,6.314392566680908
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.9121720790863037,6.492865085601807
-44.93791580200195,-47.0,3.7001824378967285,6.0206379890441895
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.9200150966644287,3.3088393211364746
-43.0,-38.87582778930664,2.3582329750061035,6.393327713012695
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.341792106628418,5.890568733215332
-50.0,-42.43901824951172,2.8569021224975586,6.8529815673828125
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.9200150966644287,3.3088393211364746
-43.0,-38.87582778930664,2.3582329750061035,6.393327713012695
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.43752384185791,8.969234466552734
-56.0,-38.81595230102539,1.4804465770721436,6.590913772583008
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.4238876402378082,8.244464874267578
-44.0,-32.314849853515625,1.46100652217865,6.123501300811768
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.4032009840011597,3.065669536590576
-36.93791580200195,-39.0,1.4031054973602295,3.121476411819458
-63.0,-39.0,1.0,6.4
-63.0,-39.0,1.0404717922210693,6.497325897216797
-63.0,-46.50331497192383,4.749720096588135,3.7035648822784424
-49.0,-43.0,2.5,8.2
-49.0,-43.0,3.24735164642334,6.2843170166015625
-49.0,-44.87582778930664,4.181435585021973,7.08636999130249
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.969435930252075,7.778535842895508
-45.0,-41.56319046020508,3.163296699523926,6.314392566680908
-43.0,-44.0,3.5,2.8
-43.0,-44.0,3.002701997756958,3.3878536224365234
-43.31263732910156,-44.0,3.103017568588257,3.376605987548828
-49.0,-55.0,2.0,3.7
