AP1,AP2,x,y
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.862321376800537,5.105568885803223
-47.0,-43.73503494262695,2.9472811222076416,4.865225315093994
-41.0,-40.0,1.5,4.6
-41.0,-40.0,1.2724040746688843,5.582354545593262
-41.0,-40.18375778198242,1.2315317392349243,5.530611991882324
-46.0,-46.0,3.0,2.8
-46.0,-46.0,3.1275992393493652,4.450636386871338
-46.0,-46.0,3.1275992393493652,4.450636386871338
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.3153596818447113,7.803543567657471
-41.0,-29.57261848449707,-0.4641926884651184,7.381128787994385
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.1275992393493652,4.450636386871338
-46.0,-46.0,3.1275992393493652,4.450636386871338
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.5954420566558838,4.450014591217041
-40.18375778198242,-41.0,0.6084283590316772,4.506415367126465
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.857151746749878,7.78660774230957
-45.0,-40.918792724609375,3.034573554992676,7.351355075836182
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.457866907119751,6.4618611335754395
-44.55127716064453,-47.0,3.4481873512268066,6.150120735168457
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.222522258758545,4.317546844482422
-43.0,-38.1025505065918,1.7202616930007935,5.571005821228027
-50.0,-39.0,3.5,7.3
-50.0,-39.0,2.930480718612671,6.601451396942139
-50.0,-41.02134323120117,3.3021774291992188,5.423791885375977
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.222522258758545,4.317546844482422
-43.0,-38.1025505065918,1.7202616930007935,5.571005821228027
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.0673415660858154,8.581305503845215
-56.0,-35.593963623046875,1.0688236951828003,7.094362258911133
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.926920473575592,8.26962947845459
-44.0,-30.12389373779297,2.0951156616210938,7.906754016876221
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.059707760810852,3.6400766372680664
-36.55127716064453,-39.0,1.184159755706787,3.8779196739196777
-63.0,-39.0,1.0,6.4
-63.0,-39.0,2.496299982070923,5.231125354766846
-63.0,-43.41020202636719,3.1993799209594727,4.654145240783691
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.7796552181243896,7.027462959289551
-49.0,-44.1025505065918,3.010382890701294,7.094249725341797
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.857151746749878,7.78660774230957
-45.0,-40.918792724609375,3.034573554992676,7.351355075836182
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.6228837966918945,3.5924317836761475
-43.18375778198242,-44.0,2.745277166366577,3.6269588470458984
-49.0,-55.0,2.0,3.7
-49.0,-55.0,4.153304100036621,4.419050216674805
-50.1025505065918,-55.0,2.054750680923462,3.7602226734161377
-63.0,-39.0,1.0,7.3
-63.0,-39.0,2.496299982070923,5.231125354766846
-63.0,-43.41020202636719,3.1993799209594727,4.654145240783691
-48.0,-36.0,2.0,8.2
-48.0,-36.0,2.7331953048706055,7.645904064178467
-48.0,-38.205101013183594,2.9835736751556396,7.432099342346191
-36.0,-44.0,-0.8,1.9
-36.0,-44.0,-0.4530118703842163,1.9934515953063965
-37.470069885253906,-44.0,-0.438111275434494,2.2692456245422363
-48.0,-46.0,4.75,8.2
-48.0,-46.0,3.5791079998016357,5.696688652038574
-48.0,-46.367515563964844,3.4945600032806396,5.7017621994018555
-43.0,-39.0,0.5,4.6
-43.0,-39.0,1.699190616607666,6.356276035308838
-43.0,-39.73503494262695,1.9352535009384155,6.794421672821045
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.7796552181243896,7.027462959289551
-49.0,-44.1025505065918,3.010382890701294,7.094249725341797
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.862321376800537,5.105568885803223
-47.0,-43.73503494262695,2.9472811222076416,4.865225315093994
-40.0,-46.0,0.5,3.7
-40.0,-46.0,1.1521105766296387,4.341623306274414
-41.1025505065918,-46.0,2.202857494354248,5.292163848876953
-43.0,-45.0,2.0,6.4
-43.0,-45.0,2.4599697589874268,4.134437561035156
-43.367515563964844,-45.0,2.65762996673584,4.218929767608643
-51.0,-45.0,1.0,4.6
-51.0,-45.0,2.685272693634033,6.986477375030518
-51.0,-46.1025505065918,3.0064358711242676,6.875442981719971
-50.0,-39.0,3.5,6.4
-50.0,-39.0,2.930480718612671,6.601451396942139
-50.0,-41.02134323120117,3.3021774291992188,5.423791885375977
-42.0,-55.0,2.0,2.8
-42.0,-55.0,-0.23055492341518402,2.9545934200286865
-44.388858795166016,-55.0,2.6248912811279297,4.624118804931641
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.222522258758545,4.317546844482422
-43.0,-38.1025505065918,1.7202616930007935,5.571005821228027
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.0391013622283936,6.889626979827881
-43.0,-40.55127716064453,2.227649450302124,6.908447742462158
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.222522258758545,4.317546844482422
-43.0,-38.1025505065918,1.7202616930007935,5.571005821228027
-27.0,-48.0,2.0,1.9
-27.0,-48.0,2.0,2.0431010723114014
-30.858928680419922,-48.0,2.012375593185425,2.7678744792938232
-32.0,-47.0,2.5,2.8
-32.0,-47.0,2.428861141204834,2.2286133766174316
-34.756378173828125,-47.0,2.180147171020508,2.3518195152282715
-46.0,-38.0,1.5,9.1
-46.0,-38.0,2.4060347080230713,8.08482551574707
-46.0,-39.470069885253906,2.4763166904449463,7.911840438842773
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.862321376800537,5.105568885803223
-47.0,-43.73503494262695,2.9472811222076416,4.865225315093994
-48.0,-37.0,2.0,9.1
-48.0,-37.0,2.870548963546753,7.56522274017334
-48.0,-39.02134323120117,3.0407350063323975,7.266668796539307
-43.0,-40.0,3.0,8.2
-43.0,-40.0,2.0391013622283936,6.889626979827881
-43.0,-40.55127716064453,2.227649450302124,6.908447742462158
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.5954420566558838,4.450014591217041
-40.18375778198242,-41.0,0.6084283590316772,4.506415367126465
-41.0,-55.0,2.5,3.7
-41.0,-55.0,1.8593155145645142,2.8046047687530518
-43.5726203918457,-55.0,2.4347543716430664,4.5541157722473145
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.7796552181243896,7.027462959289551
-49.0,-44.1025505065918,3.010382890701294,7.094249725341797
-43.0,-44.0,3.5,3.7
-43.0,-44.0,2.6228837966918945,3.5924317836761475
-43.18375778198242,-44.0,2.745277166366577,3.6269588470458984
-82.0,-42.0,3.5,4.6
-82.0,-42.0,3.499999523162842,4.463709831237793
-82.0,-49.350341796875,3.499999761581421,4.409647464752197
-51.0,-45.0,1.0,4.6
-51.0,-45.0,2.685272693634033,6.986477375030518
-51.0,-46.1025505065918,3.0064358711242676,6.875442981719971
-42.0,-48.0,4.0,8.2
-42.0,-48.0,3.8546366691589355,8.30640983581543
-43.1025505065918,-48.0,3.928158760070801,8.251672744750977
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.862321376800537,5.105568885803223
-47.0,-43.73503494262695,2.9472811222076416,4.865225315093994
-48.0,-37.0,2.0,9.1
-48.0,-37.0,2.870548963546753,7.56522274017334
-48.0,-39.02134323120117,3.0407350063323975,7.266668796539307
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.3153596818447113,7.803543567657471
-41.0,-29.57261848449707,-0.4641926884651184,7.381128787994385
-43.0,-39.0,0.5,4.6
-43.0,-39.0,1.699190616607666,6.356276035308838
-43.0,-39.73503494262695,1.9352535009384155,6.794421672821045
-45.0,-46.0,4.0,2.8
-45.0,-46.0,3.210153341293335,5.0956878662109375
-45.18375778198242,-46.0,3.196690082550049,4.959961414337158
-49.0,-43.0,2.5,7.3
-49.0,-43.0,2.7796552181243896,7.027462959289551
-49.0,-44.1025505065918,3.010382890701294,7.094249725341797
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0133137702941895,1.925118327140808
-40.29867172241211,-42.0,0.4533969461917877,3.630380153656006
-36.0,-44.0,-0.8,1.9
-36.0,-44.0,-0.4530118703842163,1.9934515953063965
-37.470069885253906,-44.0,-0.438111275434494,2.2692456245422363
-38.0,-40.0,1.5,3.7
-38.0,-40.0,1.231870174407959,4.172257900238037
-38.367515563964844,-40.0,1.1922253370285034,4.167147159576416
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.0673415660858154,8.581305503845215
-56.0,-35.593963623046875,1.0688236951828003,7.094362258911133
