AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-36.0,-44.0,-36.0,-44.0,0,0,1.1368048188942026,1.1379689407019447
-47.0,-43.0,-47.0,-43.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-37.0,-43.0,-37.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-40.0,-45.0,-40.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-47.0,-45.0,-47.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-45.0,-43.0,-45.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-50.0,-45.0,-50.0,0,0,1.8376118076105188,1.8064601861046887
-36.0,-39.0,-36.0,-39.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-37.0,-43.0,-37.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-44.0,-43.0,-44.0,0,0,1.8376118076105188,1.8064601861046887
-56.0,-31.0,-56.0,-32.96018981933594,0,0,1.8376118076105188,1.8064601861046887
-56.0,-31.0,-56.0,-32.96018981933594,0,0,1.8376118076105188,1.8064601861046887
-45.0,-40.0,-45.0,-40.0,0,0,1.8376118076105188,1.8064601861046887
-47.0,-37.0,-47.0,-37.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-57.0,-44.09770584106445,-57.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-40.0,-43.0,-40.0,0,0,1.8376118076105188,1.8064601861046887
-29.0,-49.0,-30.568153381347656,-49.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-40.0,-45.0,-40.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-50.0,-45.0,-50.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-47.0,-45.0,-47.0,0,0,1.8376118076105188,1.8064601861046887
-48.0,-37.0,-48.0,-37.0,0,0,1.8376118076105188,1.8064601861046887
-51.0,-45.0,-51.0,-45.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-46.0,-45.0,-46.0,0,0,1.8376118076105188,1.8064601861046887
-44.0,-47.0,-44.0,-47.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-39.0,-43.0,-39.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-45.0,-43.0,-45.0,0,0,1.8376118076105188,1.8064601861046887
-50.0,-38.0,-50.0,-38.0,0,0,1.8376118076105188,1.8064601861046887
-48.0,-47.0,-48.0,-47.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-57.0,-44.09770584106445,-57.0,0,0,1.8376118076105188,1.8064601861046887
-43.0,-39.0,-43.0,-39.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-47.0,-45.0,-47.0,0,0,1.8376118076105188,1.8064601861046887
-45.0,-40.0,-45.0,-40.0,0,0,1.8376118076105188,1.8064601861046887
-56.0,-31.0,-56.0,-32.96018981933594,0,6,1.8376118076105188,1.8064601861046887
-43.0,-39.0,-43.0,-39.0,0,0,1.4823282080106313,1.3911052635068193
-50.0,-39.0,-50.0,-39.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-40.0,-43.0,-40.0,0,0,1.4823282080106313,1.3911052635068193
-63.0,-39.0,-63.0,-40.88178253173828,0,0,1.4823282080106313,1.3911052635068193
-46.0,-38.0,-46.0,-38.0,0,0,1.4823282080106313,1.3911052635068193
-32.0,-47.0,-32.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-40.0,-43.0,-40.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-39.0,-43.0,-39.0,0,0,1.4823282080106313,1.3911052635068193
-48.0,-50.0,-48.0,-50.0,0,0,1.4823282080106313,1.3911052635068193
-46.0,-38.0,-46.0,-38.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-40.0,-43.0,-40.0,0,0,1.4823282080106313,1.3911052635068193
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.4823282080106313,1.3911052635068193
-45.0,-47.0,-45.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-37.0,-43.0,-37.0,0,0,1.4823282080106313,1.3911052635068193
-48.0,-46.0,-48.0,-46.0,0,0,1.4823282080106313,1.3911052635068193
-40.0,-41.0,-40.0,-41.0,0,0,1.4823282080106313,1.3911052635068193
-45.0,-46.0,-45.0,-46.0,0,0,1.4823282080106313,1.3911052635068193
-32.0,-47.0,-32.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-45.0,-46.0,-45.0,-46.0,0,0,1.4823282080106313,1.3911052635068193
-28.0,-48.0,-29.568153381347656,-48.0,0,0,1.4823282080106313,1.3911052635068193
-32.0,-47.0,-32.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-50.0,-39.0,-50.0,-39.0,0,0,1.4823282080106313,1.3911052635068193
-48.0,-46.0,-48.0,-46.0,0,0,1.4823282080106313,1.3911052635068193
-49.0,-55.0,-49.0,-55.0,0,0,1.4823282080106313,1.3911052635068193
-42.0,-55.0,-42.0,-55.0,0,0,1.4823282080106313,1.3911052635068193
-42.0,-48.0,-42.0,-48.0,0,0,1.4823282080106313,1.3911052635068193
-44.0,-47.0,-44.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-38.0,-48.0,-38.0,-48.0,0,0,1.4823282080106313,1.3911052635068193
-50.0,-41.0,-50.0,-41.0,0,0,1.4823282080106313,1.3911052635068193
-45.0,-40.0,-45.0,-40.0,0,0,1.4823282080106313,1.3911052635068193
-51.0,-45.0,-51.0,-45.0,0,0,1.4823282080106313,1.3911052635068193
-44.0,-47.0,-44.0,-47.0,0,0,1.4823282080106313,1.3911052635068193
-43.0,-45.0,-43.0,-45.0,0,0,1.41837932167335,1.3222187436468853
-46.0,-52.0,-46.0,-52.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-40.0,-43.0,-40.0,0,0,1.41837932167335,1.3222187436468853
-49.0,-43.0,-49.0,-43.0,0,0,1.41837932167335,1.3222187436468853
-50.0,-39.0,-50.0,-39.0,0,0,1.41837932167335,1.3222187436468853
-48.0,-44.0,-48.0,-44.0,0,0,1.41837932167335,1.3222187436468853
-51.0,-45.0,-51.0,-45.0,0,0,1.41837932167335,1.3222187436468853
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.41837932167335,1.3222187436468853
-40.0,-49.0,-40.0,-49.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-44.0,-43.0,-44.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-40.0,-43.0,-40.0,0,0,1.41837932167335,1.3222187436468853
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.41837932167335,1.3222187436468853
-41.0,-55.0,-41.0,-55.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-45.0,-43.0,-45.0,0,0,1.41837932167335,1.3222187436468853
-45.0,-46.0,-45.0,-46.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-57.0,-43.0,-57.0,0,0,1.41837932167335,1.3222187436468853
-49.0,-43.0,-49.0,-43.0,0,0,1.41837932167335,1.3222187436468853
-47.0,-37.0,-47.0,-37.0,0,0,1.41837932167335,1.3222187436468853
-44.0,-47.0,-44.0,-47.0,0,0,1.41837932167335,1.3222187436468853
-37.0,-28.0,-37.0,-28.0,0,0,1.41837932167335,1.3222187436468853
-32.0,-47.0,-32.0,-47.0,0,0,1.41837932167335,1.3222187436468853
-48.0,-37.0,-48.0,-37.0,0,0,1.41837932167335,1.3222187436468853
-45.0,-46.0,-45.0,-46.0,0,0,1.41837932167335,1.3222187436468853
-43.0,-57.0,-43.0,-57.0,0,0,1.41837932167335,1.3222187436468853
-48.0,-37.0,-48.0,-37.0,0,0,1.41837932167335,1.3222187436468853
-38.0,-40.0,-38.0,-40.0,0,0,1.41837932167335,1.3222187436468853
-51.0,-45.0,-51.0,-45.0,0,0,1.41837932167335,1.3222187436468853
-41.0,-43.0,-41.0,-43.0,0,0,1.41837932167335,1.3222187436468853
-41.0,-43.0,-41.0,-43.0,0,0,1.41837932167335,1.3222187436468853
-50.0,-39.0,-50.0,-39.0,0,0,1.41837932167335,1.3222187436468853
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.41837932167335,1.3222187436468853
-38.0,-48.0,-38.0,-48.0,0,0,1.41837932167335,1.3222187436468853
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.4755796155044056,1.2776853347818344
-50.0,-39.0,-50.0,-39.0,0,0,1.4755796155044056,1.2776853347818344
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.4755796155044056,1.2776853347818344
-41.0,-55.0,-41.0,-55.0,0,0,1.4755796155044056,1.2776853347818344
-36.0,-44.0,-36.0,-44.0,0,0,1.4755796155044056,1.2776853347818344
-50.0,-39.0,-50.0,-39.0,0,0,1.4755796155044056,1.2776853347818344
-50.0,-38.0,-50.0,-38.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-37.0,-48.0,-37.0,0,0,1.4755796155044056,1.2776853347818344
-43.0,-44.0,-43.0,-44.0,0,0,1.4755796155044056,1.2776853347818344
-49.0,-43.0,-49.0,-43.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-37.0,-48.0,-37.0,0,0,1.4755796155044056,1.2776853347818344
-33.0,-45.0,-33.0,-45.0,0,0,1.4755796155044056,1.2776853347818344
-40.0,-42.0,-40.0,-42.0,0,0,1.4755796155044056,1.2776853347818344
-47.0,-43.0,-47.0,-43.0,0,0,1.4755796155044056,1.2776853347818344
-51.0,-45.0,-51.0,-45.0,0,0,1.4755796155044056,1.2776853347818344
-50.0,-41.0,-50.0,-41.0,0,0,1.4755796155044056,1.2776853347818344
-38.0,-48.0,-38.0,-48.0,0,0,1.4755796155044056,1.2776853347818344
-42.0,-48.0,-42.0,-48.0,0,0,1.4755796155044056,1.2776853347818344
-42.0,-55.0,-42.0,-55.0,0,0,1.4755796155044056,1.2776853347818344
-44.0,-27.0,-44.0,-28.332929611206055,0,0,1.4755796155044056,1.2776853347818344
-38.0,-48.0,-38.0,-48.0,0,0,1.4755796155044056,1.2776853347818344
-44.0,-47.0,-44.0,-47.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-36.0,-48.0,-36.0,0,0,1.4755796155044056,1.2776853347818344
-33.0,-45.0,-33.0,-45.0,0,0,1.4755796155044056,1.2776853347818344
-49.0,-43.0,-49.0,-43.0,0,0,1.4755796155044056,1.2776853347818344
-37.0,-40.0,-37.0,-40.0,0,0,1.4755796155044056,1.2776853347818344
-45.0,-46.0,-45.0,-46.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-44.0,-48.0,-44.0,0,0,1.4755796155044056,1.2776853347818344
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.4755796155044056,1.2776853347818344
-47.0,-43.0,-47.0,-43.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-46.0,-48.0,-46.0,0,0,1.4755796155044056,1.2776853347818344
-45.0,-46.0,-45.0,-46.0,0,0,1.4755796155044056,1.2776853347818344
-48.0,-44.0,-48.0,-44.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-37.0,-48.0,-37.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-46.0,-48.0,-46.0,0,0,1.0962446706997016,0.9956556620868038
-47.0,-43.0,-47.0,-43.0,0,0,1.0962446706997016,0.9956556620868038
-49.0,-43.0,-49.0,-43.0,0,0,1.0962446706997016,0.9956556620868038
-43.0,-45.0,-43.0,-45.0,0,0,1.0962446706997016,0.9956556620868038
-46.0,-46.0,-46.0,-46.0,0,0,1.0962446706997016,0.9956556620868038
-63.0,-39.0,-63.0,-40.88178253173828,0,0,1.0962446706997016,0.9956556620868038
-36.0,-44.0,-36.0,-44.0,0,0,1.0962446706997016,0.9956556620868038
-43.0,-44.0,-43.0,-44.0,0,0,1.0962446706997016,0.9956556620868038
-43.0,-57.0,-43.0,-57.0,0,0,1.0962446706997016,0.9956556620868038
-32.0,-47.0,-32.0,-47.0,0,0,1.0962446706997016,0.9956556620868038
-50.0,-43.0,-50.0,-43.0,0,0,1.0962446706997016,0.9956556620868038
-47.0,-43.0,-47.0,-43.0,0,0,1.0962446706997016,0.9956556620868038
-65.0,-48.0,-65.0,-48.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-46.0,-48.0,-46.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-50.0,-48.0,-50.0,0,0,1.0962446706997016,0.9956556620868038
-37.0,-28.0,-37.0,-28.0,0,0,1.0962446706997016,0.9956556620868038
-45.0,-47.0,-45.0,-47.0,0,0,1.0962446706997016,0.9956556620868038
-38.0,-48.0,-38.0,-48.0,0,0,1.0962446706997016,0.9956556620868038
-45.0,-50.0,-45.0,-50.0,0,0,1.0962446706997016,0.9956556620868038
-43.0,-40.0,-43.0,-40.0,0,0,1.0962446706997016,0.9956556620868038
-41.0,-40.0,-41.0,-40.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-36.0,-48.0,-36.0,0,0,1.0962446706997016,0.9956556620868038
-27.0,-49.0,-28.72496795654297,-49.0,0,0,1.0962446706997016,0.9956556620868038
-48.0,-36.0,-48.0,-36.0,0,0,1.0962446706997016,0.9956556620868038
-46.0,-46.0,-46.0,-46.0,0,0,1.0962446706997016,0.9956556620868038
-36.0,-44.0,-36.0,-44.0,0,0,1.0962446706997016,0.9956556620868038
-65.0,-48.0,-65.0,-48.0,0,0,1.0962446706997016,0.9956556620868038
-49.0,-55.0,-49.0,-55.0,0,0,1.0962446706997016,0.9956556620868038
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.0962446706997016,0.9956556620868038
-43.0,-40.0,-43.0,-40.0,0,0,1.0962446706997016,0.9956556620868038
-45.0,-47.0,-45.0,-47.0,0,0,1.5282229344722882,1.4058463067359415
-41.0,-55.0,-41.0,-55.0,0,0,1.5282229344722882,1.4058463067359415
-47.0,-43.0,-47.0,-43.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-57.0,-43.0,-57.0,0,0,1.5282229344722882,1.4058463067359415
-36.0,-44.0,-36.0,-44.0,0,0,1.5282229344722882,1.4058463067359415
-32.0,-47.0,-32.0,-47.0,0,0,1.5282229344722882,1.4058463067359415
-49.0,-42.0,-49.0,-42.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-57.0,-43.0,-57.0,0,0,1.5282229344722882,1.4058463067359415
-50.0,-39.0,-50.0,-39.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-44.0,-43.0,-44.0,0,0,1.5282229344722882,1.4058463067359415
-45.0,-34.0,-45.0,-34.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-37.0,-43.0,-37.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-40.0,-43.0,-40.0,0,0,1.5282229344722882,1.4058463067359415
-47.0,-43.0,-47.0,-43.0,0,0,1.5282229344722882,1.4058463067359415
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.5282229344722882,1.4058463067359415
-50.0,-22.0,-50.0,-23.720905303955078,0,0,1.5282229344722882,1.4058463067359415
-42.0,-48.0,-42.0,-48.0,0,0,1.5282229344722882,1.4058463067359415
-49.0,-43.0,-49.0,-43.0,0,0,1.5282229344722882,1.4058463067359415
-45.0,-46.0,-45.0,-46.0,0,0,1.5282229344722882,1.4058463067359415
-49.0,-55.0,-49.0,-55.0,0,0,1.5282229344722882,1.4058463067359415
-45.0,-47.0,-45.0,-47.0,0,0,1.5282229344722882,1.4058463067359415
-47.0,-43.0,-47.0,-43.0,0,0,1.5282229344722882,1.4058463067359415
-46.0,-38.0,-46.0,-38.0,0,0,1.5282229344722882,1.4058463067359415
-46.0,-46.0,-46.0,-46.0,0,0,1.5282229344722882,1.4058463067359415
-46.0,-46.0,-46.0,-46.0,0,0,1.5282229344722882,1.4058463067359415
-43.0,-39.0,-43.0,-39.0,0,0,1.5282229344722882,1.4058463067359415
-40.0,-41.0,-40.0,-41.0,0,0,1.5282229344722882,1.4058463067359415
-45.0,-50.0,-45.0,-50.0,0,0,1.5282229344722882,1.4058463067359415
-38.0,-40.0,-38.0,-40.0,0,0,1.5282229344722882,1.4058463067359415
-41.0,-43.0,-41.0,-43.0,0,0,1.5282229344722882,1.4058463067359415
-82.0,-42.0,-82.0,-45.13630676269531,0,0,1.5282229344722882,1.4058463067359415
-50.0,-41.0,-50.0,-41.0,0,0,1.5282229344722882,1.4058463067359415
-46.0,-23.0,-46.0,-24.803375244140625,0,0,1.2982687208714006,1.320471475449182
-41.0,-43.0,-41.0,-43.0,0,0,1.2982687208714006,1.320471475449182
-45.0,-40.0,-45.0,-40.0,0,0,1.2982687208714006,1.320471475449182
-45.0,-50.0,-45.0,-50.0,0,0,1.2982687208714006,1.320471475449182
-30.0,-42.0,-30.0,-42.0,0,0,1.2982687208714006,1.320471475449182
-49.0,-43.0,-49.0,-43.0,0,0,1.2982687208714006,1.320471475449182
-63.0,-39.0,-63.0,-40.88178253173828,0,0,1.2982687208714006,1.320471475449182
-38.0,-48.0,-38.0,-48.0,0,0,1.2982687208714006,1.320471475449182
-44.0,-27.0,-44.0,-28.332929611206055,0,0,1.2982687208714006,1.320471475449182
-31.0,-43.0,-31.0,-43.0,0,0,1.2982687208714006,1.320471475449182
-48.0,-44.0,-48.0,-44.0,0,0,1.2982687208714006,1.320471475449182
-46.0,-52.0,-46.0,-52.0,0,0,1.2982687208714006,1.320471475449182
-44.0,-37.0,-44.0,-37.0,0,0,1.2982687208714006,1.320471475449182
-43.0,-45.0,-43.0,-45.0,0,0,1.2982687208714006,1.320471475449182
-48.0,-50.0,-48.0,-50.0,0,0,1.2982687208714006,1.320471475449182
-45.0,-46.0,-45.0,-46.0,0,0,1.2982687208714006,1.320471475449182
-40.0,-41.0,-40.0,-41.0,0,0,1.2982687208714006,1.320471475449182
-44.0,-27.0,-44.0,-28.332929611206055,0,0,1.2982687208714006,1.320471475449182
-43.0,-57.0,-43.0,-57.0,0,0,1.2982687208714006,1.320471475449182
-45.0,-47.0,-45.0,-47.0,0,0,1.2982687208714006,1.320471475449182
-40.0,-46.0,-40.0,-46.0,0,0,1.2982687208714006,1.320471475449182
-43.0,-40.0,-43.0,-40.0,0,0,1.2982687208714006,1.320471475449182
-44.0,-36.0,-44.0,-36.0,0,0,1.2982687208714006,1.320471475449182
-30.0,-42.0,-30.0,-42.0,0,0,1.2982687208714006,1.320471475449182
-48.0,-46.0,-48.0,-46.0,0,0,1.2982687208714006,1.320471475449182
-48.0,-37.0,-48.0,-37.0,0,0,1.2982687208714006,1.320471475449182
-38.0,-40.0,-38.0,-40.0,0,0,1.2982687208714006,1.320471475449182
-50.0,-39.0,-50.0,-39.0,0,0,1.2982687208714006,1.320471475449182
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.2982687208714006,1.320471475449182
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.2982687208714006,1.320471475449182
-50.0,-39.0,-50.0,-39.0,0,0,1.2982687208714006,1.320471475449182
-47.0,-43.0,-47.0,-43.0,0,0,1.2982687208714006,1.320471475449182
-46.0,-46.0,-46.0,-46.0,0,0,1.1264823949342448,1.1260578864710233
-47.0,-43.0,-47.0,-43.0,0,0,1.1264823949342448,1.1260578864710233
-56.0,-31.0,-56.0,-32.96018981933594,0,0,1.1264823949342448,1.1260578864710233
-45.0,-50.0,-45.0,-50.0,0,0,1.1264823949342448,1.1260578864710233
-45.0,-40.0,-45.0,-40.0,0,0,1.1264823949342448,1.1260578864710233
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.1264823949342448,1.1260578864710233
-50.0,-38.0,-50.0,-38.0,0,0,1.1264823949342448,1.1260578864710233
-42.0,-48.0,-42.0,-48.0,0,0,1.1264823949342448,1.1260578864710233
-43.0,-57.0,-43.0,-57.0,0,0,1.1264823949342448,1.1260578864710233
-45.0,-50.0,-45.0,-50.0,0,0,1.1264823949342448,1.1260578864710233
-45.0,-47.0,-45.0,-47.0,0,0,1.1264823949342448,1.1260578864710233
-30.0,-42.0,-30.0,-42.0,0,0,1.1264823949342448,1.1260578864710233
-42.0,-48.0,-42.0,-48.0,0,0,1.1264823949342448,1.1260578864710233
-51.0,-45.0,-51.0,-45.0,0,0,1.1264823949342448,1.1260578864710233
-41.0,-27.0,-41.0,-28.097707748413086,0,0,1.1264823949342448,1.1260578864710233
-46.0,-46.0,-46.0,-46.0,0,0,1.1264823949342448,1.1260578864710233
-48.0,-44.0,-48.0,-44.0,0,0,1.1264823949342448,1.1260578864710233
-47.0,-37.0,-47.0,-37.0,0,0,1.1264823949342448,1.1260578864710233
-45.0,-46.0,-45.0,-46.0,0,0,1.1264823949342448,1.1260578864710233
-48.0,-46.0,-48.0,-46.0,0,0,1.1264823949342448,1.1260578864710233
-43.0,-57.0,-43.0,-57.0,0,0,1.1264823949342448,1.1260578864710233
-43.0,-37.0,-43.0,-37.0,0,0,1.1264823949342448,1.1260578864710233
-41.0,-43.0,-41.0,-43.0,0,0,1.1264823949342448,1.1260578864710233
-63.0,-39.0,-63.0,-40.88178253173828,0,0,1.1264823949342448,1.1260578864710233
-48.0,-47.0,-48.0,-47.0,0,0,1.1264823949342448,1.1260578864710233
-49.0,-43.0,-49.0,-43.0,0,0,1.1264823949342448,1.1260578864710233
-40.0,-41.0,-40.0,-41.0,0,0,1.1264823949342448,1.1260578864710233
-48.0,-44.0,-48.0,-44.0,0,0,1.1264823949342448,1.1260578864710233
-43.0,-37.0,-43.0,-37.0,0,0,1.1264823949342448,1.1260578864710233
