AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,nan,nan,0,0,1.1559638967647954,nan
-47.0,-43.0,nan,nan,0,0,1.1559638967647954,nan
-50.0,-41.0,nan,nan,0,0,1.1559638967647954,nan
-41.0,-55.0,-43.591453552246094,nan,0,0,1.1559638967647954,nan
-50.0,-27.0,nan,-29.815662384033203,0,0,1.1559638967647954,nan
-48.0,-37.0,nan,nan,0,0,1.1559638967647954,nan
-42.0,-48.0,nan,nan,0,0,1.1559638967647954,nan
-32.0,-47.0,-34.77655792236328,nan,0,0,1.1559638967647954,nan
-43.0,-40.0,nan,nan,0,0,1.1559638967647954,nan
-48.0,-44.0,nan,nan,0,0,1.1559638967647954,nan
-36.0,-44.0,nan,nan,0,0,1.1559638967647954,nan
-29.0,-49.0,-32.12641143798828,nan,0,0,1.1559638967647954,nan
-38.0,-48.0,nan,nan,0,0,1.1559638967647954,nan
-36.0,-39.0,nan,nan,0,0,1.1559638967647954,nan
-37.0,-28.0,nan,-29.665935516357422,0,0,1.1559638967647954,nan
-43.0,-44.0,nan,nan,0,0,1.1559638967647954,nan
-46.0,-46.0,nan,nan,0,0,1.1559638967647954,nan
-50.0,-39.0,nan,nan,0,0,1.1559638967647954,nan
-50.0,-39.0,nan,nan,0,0,1.1559638967647954,nan
-41.0,-27.0,nan,-29.591453552246094,0,0,1.1559638967647954,nan
-40.0,-42.0,nan,nan,0,0,1.1559638967647954,nan
-51.0,-45.0,nan,nan,0,0,1.1559638967647954,nan
-42.0,-48.0,nan,nan,0,0,1.1559638967647954,nan
-45.0,-40.0,nan,nan,0,0,1.1559638967647954,nan
-56.0,-31.0,nan,-34.25727844238281,0,0,1.1559638967647954,nan
-47.0,-43.0,nan,nan,0,0,1.1559638967647954,nan
-45.0,-46.0,nan,nan,0,0,1.1559638967647954,nan
-44.0,-27.0,nan,-29.965286254882812,0,0,1.1559638967647954,nan
-44.0,-27.0,nan,-29.965286254882812,0,0,1.1559638967647954,nan
-65.0,-48.0,-61.85390853881836,-51.146766662597656,0,0,1.1559638967647954,nan
-46.0,-38.0,nan,nan,0,0,1.1559638967647954,nan
-42.0,-55.0,-44.406349182128906,nan,2,0,1.1559638967647954,nan
-50.0,-22.0,nan,-24.204288482666016,0,0,1.1294040109350456,nan
-42.0,-22.0,nan,-24.275588989257812,0,0,1.1294040109350456,nan
-43.0,-39.0,nan,nan,0,0,1.1294040109350456,nan
-38.0,-48.0,nan,nan,0,0,1.1294040109350456,nan
-50.0,-39.0,nan,nan,0,0,1.1294040109350456,nan
-32.0,-47.0,-34.77655792236328,nan,0,0,1.1294040109350456,nan
-43.0,-37.0,nan,nan,0,0,1.1294040109350456,nan
-48.0,-46.0,nan,nan,0,0,1.1294040109350456,nan
-47.0,-43.0,nan,nan,0,0,1.1294040109350456,nan
-27.0,-48.0,-29.852237701416016,nan,0,0,1.1294040109350456,nan
-41.0,-55.0,-43.591453552246094,nan,0,0,1.1294040109350456,nan
-51.0,-45.0,nan,nan,0,0,1.1294040109350456,nan
-43.0,-57.0,-45.591453552246094,-54.40910339355469,0,0,1.1294040109350456,nan
