AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-45.0,-50.0,0,0,1.0764147601698202,1.1377174880339191
-47.0,-43.0,-47.0,-43.0,0,0,1.0764147601698202,1.1377174880339191
-50.0,-41.0,-50.0,-41.0,0,0,1.0764147601698202,1.1377174880339191
-41.0,-55.0,-41.0,-55.0,0,0,1.0764147601698202,1.1377174880339191
-50.0,-27.0,-50.0,-31.257389068603516,0,0,1.0764147601698202,1.1377174880339191
-48.0,-37.0,-48.0,-37.0,0,0,1.0764147601698202,1.1377174880339191
-42.0,-48.0,-42.0,-48.0,0,0,1.0764147601698202,1.1377174880339191
-32.0,-47.0,-32.0,-47.0,0,0,1.0764147601698202,1.1377174880339191
-43.0,-40.0,-43.0,-40.0,0,0,1.0764147601698202,1.1377174880339191
-48.0,-44.0,-48.0,-44.0,0,0,1.0764147601698202,1.1377174880339191
-36.0,-44.0,-36.0,-44.0,0,0,1.0764147601698202,1.1377174880339191
-29.0,-49.0,-32.70207977294922,-49.0,0,0,1.0764147601698202,1.1377174880339191
-38.0,-48.0,-38.0,-48.0,0,0,1.0764147601698202,1.1377174880339191
-36.0,-39.0,-36.0,-39.0,0,0,1.0764147601698202,1.1377174880339191
-37.0,-28.0,-37.0,-28.0,0,0,1.0764147601698202,1.1377174880339191
-43.0,-44.0,-43.0,-44.0,0,0,1.0764147601698202,1.1377174880339191
-46.0,-46.0,-46.0,-46.0,0,0,1.0764147601698202,1.1377174880339191
-50.0,-39.0,-50.0,-39.0,0,0,1.0764147601698202,1.1377174880339191
-50.0,-39.0,-50.0,-39.0,0,0,1.0764147601698202,1.1377174880339191
-41.0,-27.0,-41.0,-29.591453552246094,0,0,1.0764147601698202,1.1377174880339191
-40.0,-42.0,-40.0,-42.0,0,0,1.0764147601698202,1.1377174880339191
-51.0,-45.0,-51.0,-45.0,0,0,1.0764147601698202,1.1377174880339191
-42.0,-48.0,-42.0,-48.0,0,0,1.0764147601698202,1.1377174880339191
-45.0,-40.0,-45.0,-40.0,0,0,1.0764147601698202,1.1377174880339191
-56.0,-31.0,-56.0,-35.62759780883789,0,0,1.0764147601698202,1.1377174880339191
-47.0,-43.0,-47.0,-43.0,0,0,1.0764147601698202,1.1377174880339191
-45.0,-46.0,-45.0,-46.0,0,0,1.0764147601698202,1.1377174880339191
-44.0,-27.0,-44.0,-30.146766662597656,0,0,1.0764147601698202,1.1377174880339191
-44.0,-27.0,-44.0,-30.146766662597656,0,0,1.0764147601698202,1.1377174880339191
-65.0,-48.0,-65.0,-51.146766662597656,0,0,1.0764147601698202,1.1377174880339191
-46.0,-38.0,-46.0,-38.0,0,0,1.0764147601698202,1.1377174880339191
-42.0,-55.0,-42.0,-55.0,0,0,1.0764147601698202,1.1377174880339191
-50.0,-22.0,-50.0,-25.884428024291992,0,0,0.9991351432186811,1.209296491936558
-42.0,-22.0,-42.0,-25.702077865600586,0,0,0.9991351432186811,1.209296491936558
-43.0,-39.0,-43.0,-39.0,0,0,0.9991351432186811,1.209296491936558
-38.0,-48.0,-38.0,-48.0,0,0,0.9991351432186811,1.209296491936558
-50.0,-39.0,-50.0,-39.0,0,0,0.9991351432186811,1.209296491936558
-32.0,-47.0,-32.0,-47.0,0,0,0.9991351432186811,1.209296491936558
-43.0,-37.0,-43.0,-37.0,0,0,0.9991351432186811,1.209296491936558
-48.0,-46.0,-48.0,-46.0,0,0,0.9991351432186811,1.209296491936558
-47.0,-43.0,-47.0,-43.0,0,0,0.9991351432186811,1.209296491936558
-27.0,-48.0,-30.887182235717773,-48.0,0,0,0.9991351432186811,1.209296491936558
-41.0,-55.0,-41.0,-55.0,0,0,0.9991351432186811,1.209296491936558
-51.0,-45.0,-51.0,-45.0,0,0,0.9991351432186811,1.209296491936558
-43.0,-57.0,-45.591453552246094,-57.0,0,0,0.9991351432186811,1.209296491936558
-40.0,-41.0,-40.0,-41.0,0,0,0.9991351432186811,1.209296491936558
-47.0,-43.0,-47.0,-43.0,0,0,0.9991351432186811,1.209296491936558
-47.0,-43.0,-47.0,-43.0,0,0,0.9991351432186811,1.209296491936558
-43.0,-44.0,-43.0,-44.0,0,0,0.9991351432186811,1.209296491936558
-50.0,-39.0,-50.0,-39.0,0,0,0.9991351432186811,1.209296491936558
-56.0,-31.0,-56.0,-35.62759780883789,0,0,0.9991351432186811,1.209296491936558
-42.0,-55.0,-42.0,-55.0,0,0,0.9991351432186811,1.209296491936558
-33.0,-45.0,-33.0,-45.0,0,0,0.9991351432186811,1.209296491936558
-37.0,-28.0,-37.0,-28.0,0,0,0.9991351432186811,1.209296491936558
-48.0,-37.0,-48.0,-37.0,0,0,0.9991351432186811,1.209296491936558
-45.0,-40.0,-45.0,-40.0,0,0,0.9991351432186811,1.209296491936558
-45.0,-50.0,-45.0,-50.0,0,0,0.9991351432186811,1.209296491936558
-45.0,-40.0,-45.0,-40.0,0,0,0.9991351432186811,1.209296491936558
-32.0,-47.0,-32.0,-47.0,0,0,0.9991351432186811,1.209296491936558
-44.0,-27.0,-44.0,-30.146766662597656,0,0,0.9991351432186811,1.209296491936558
-43.0,-57.0,-45.591453552246094,-57.0,0,0,0.9991351432186811,1.209296491936558
