AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-45.0,-50.0,0,0,1.0895345405975394,1.209303361018242
-47.0,-43.0,-47.0,-43.0,0,0,1.0895345405975394,1.209303361018242
-50.0,-41.0,-50.0,-41.0,0,0,1.0895345405975394,1.209303361018242
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.0895345405975394,1.209303361018242
-50.0,-27.0,-50.0,-29.815662384033203,0,0,1.0895345405975394,1.209303361018242
-48.0,-37.0,-48.0,-37.0,0,0,1.0895345405975394,1.209303361018242
-42.0,-48.0,-42.0,-48.0,0,0,1.0895345405975394,1.209303361018242
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.0895345405975394,1.209303361018242
-43.0,-40.0,-43.0,-40.0,0,0,1.0895345405975394,1.209303361018242
-48.0,-44.0,-48.0,-44.0,0,0,1.0895345405975394,1.209303361018242
-36.0,-44.0,-36.0,-44.0,0,0,1.0895345405975394,1.209303361018242
-29.0,-49.0,-32.12641143798828,-49.0,0,0,1.0895345405975394,1.209303361018242
-38.0,-48.0,-38.0,-48.0,0,0,1.0895345405975394,1.209303361018242
-36.0,-39.0,-36.0,-39.0,0,0,1.0895345405975394,1.209303361018242
-37.0,-28.0,-37.0,-29.665935516357422,0,0,1.0895345405975394,1.209303361018242
-43.0,-44.0,-43.0,-44.0,0,0,1.0895345405975394,1.209303361018242
-46.0,-46.0,-46.0,-46.0,0,0,1.0895345405975394,1.209303361018242
-50.0,-39.0,-50.0,-39.0,0,0,1.0895345405975394,1.209303361018242
-50.0,-39.0,-50.0,-39.0,0,0,1.0895345405975394,1.209303361018242
-41.0,-27.0,-41.0,-29.591453552246094,0,0,1.0895345405975394,1.209303361018242
-40.0,-42.0,-40.0,-42.0,0,0,1.0895345405975394,1.209303361018242
-51.0,-45.0,-51.0,-45.0,0,0,1.0895345405975394,1.209303361018242
-42.0,-48.0,-42.0,-48.0,0,0,1.0895345405975394,1.209303361018242
-45.0,-40.0,-45.0,-40.0,0,0,1.0895345405975394,1.209303361018242
-56.0,-31.0,-56.0,-34.25727844238281,0,0,1.0895345405975394,1.209303361018242
-47.0,-43.0,-47.0,-43.0,0,0,1.0895345405975394,1.209303361018242
-45.0,-46.0,-45.0,-46.0,0,0,1.0895345405975394,1.209303361018242
-44.0,-27.0,-44.0,-29.965286254882812,0,0,1.0895345405975394,1.209303361018242
-44.0,-27.0,-44.0,-29.965286254882812,0,0,1.0895345405975394,1.209303361018242
-65.0,-48.0,-65.0,-51.146766662597656,0,0,1.0895345405975394,1.209303361018242
-46.0,-38.0,-46.0,-38.0,0,0,1.0895345405975394,1.209303361018242
-42.0,-55.0,-44.406349182128906,-55.0,2,0,1.0895345405975394,1.209303361018242
-50.0,-22.0,-50.0,-24.204288482666016,0,0,1.0976944229659806,1.2570404078016442
-42.0,-22.0,-42.0,-24.275588989257812,0,0,1.0976944229659806,1.2570404078016442
-43.0,-39.0,-43.0,-39.0,0,0,1.0976944229659806,1.2570404078016442
-38.0,-48.0,-38.0,-48.0,0,0,1.0976944229659806,1.2570404078016442
-50.0,-39.0,-50.0,-39.0,0,0,1.0976944229659806,1.2570404078016442
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.0976944229659806,1.2570404078016442
-43.0,-37.0,-43.0,-37.0,0,0,1.0976944229659806,1.2570404078016442
-48.0,-46.0,-48.0,-46.0,0,0,1.0976944229659806,1.2570404078016442
-47.0,-43.0,-47.0,-43.0,0,0,1.0976944229659806,1.2570404078016442
-27.0,-48.0,-29.852237701416016,-48.0,0,0,1.0976944229659806,1.2570404078016442
-41.0,-55.0,-43.591453552246094,-55.0,0,0,1.0976944229659806,1.2570404078016442
-51.0,-45.0,-51.0,-45.0,0,0,1.0976944229659806,1.2570404078016442
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.0976944229659806,1.2570404078016442
-40.0,-41.0,-40.0,-41.0,0,0,1.0976944229659806,1.2570404078016442
-47.0,-43.0,-47.0,-43.0,0,0,1.0976944229659806,1.2570404078016442
-47.0,-43.0,-47.0,-43.0,0,0,1.0976944229659806,1.2570404078016442
-43.0,-44.0,-43.0,-44.0,0,0,1.0976944229659806,1.2570404078016442
-50.0,-39.0,-50.0,-39.0,0,0,1.0976944229659806,1.2570404078016442
-56.0,-31.0,-56.0,-34.25727844238281,0,0,1.0976944229659806,1.2570404078016442
-42.0,-55.0,-44.406349182128906,-55.0,0,0,1.0976944229659806,1.2570404078016442
-33.0,-45.0,-35.22124481201172,-45.0,0,0,1.0976944229659806,1.2570404078016442
-37.0,-28.0,-37.0,-29.665935516357422,0,0,1.0976944229659806,1.2570404078016442
-48.0,-37.0,-48.0,-37.0,0,0,1.0976944229659806,1.2570404078016442
-45.0,-40.0,-45.0,-40.0,0,0,1.0976944229659806,1.2570404078016442
-45.0,-50.0,-45.0,-50.0,0,0,1.0976944229659806,1.2570404078016442
-45.0,-40.0,-45.0,-40.0,0,0,1.0976944229659806,1.2570404078016442
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.0976944229659806,1.2570404078016442
-44.0,-27.0,-44.0,-29.965286254882812,0,0,1.0976944229659806,1.2570404078016442
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.0976944229659806,1.2570404078016442
-49.0,-43.0,-49.0,-43.0,0,0,1.0976944229659806,1.2570404078016442
-56.0,-31.0,-56.0,-34.25727844238281,0,0,1.0976944229659806,1.2570404078016442
-36.0,-44.0,-36.0,-44.0,0,0,1.0976944229659806,1.2570404078016442
-47.0,-43.0,-47.0,-43.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-37.0,-43.0,-37.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-40.0,-45.0,-40.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-47.0,-45.0,-47.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-45.0,-43.0,-45.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-50.0,-45.0,-50.0,0,0,1.9497418300930205,1.945772846394274
-36.0,-39.0,-36.0,-39.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-37.0,-43.0,-37.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-44.0,-43.0,-44.0,0,0,1.9497418300930205,1.945772846394274
-56.0,-31.0,-56.0,-34.25727844238281,0,0,1.9497418300930205,1.945772846394274
-56.0,-31.0,-56.0,-34.25727844238281,0,0,1.9497418300930205,1.945772846394274
-45.0,-40.0,-45.0,-40.0,0,0,1.9497418300930205,1.945772846394274
-47.0,-37.0,-47.0,-37.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-40.0,-43.0,-40.0,0,0,1.9497418300930205,1.945772846394274
-29.0,-49.0,-32.12641143798828,-49.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-40.0,-45.0,-40.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-50.0,-45.0,-50.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-47.0,-45.0,-47.0,0,0,1.9497418300930205,1.945772846394274
-48.0,-37.0,-48.0,-37.0,0,0,1.9497418300930205,1.945772846394274
-51.0,-45.0,-51.0,-45.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-46.0,-45.0,-46.0,0,0,1.9497418300930205,1.945772846394274
-44.0,-47.0,-44.0,-47.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-39.0,-43.0,-39.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-45.0,-43.0,-45.0,0,0,1.9497418300930205,1.945772846394274
-50.0,-38.0,-50.0,-40.22124481201172,0,0,1.9497418300930205,1.945772846394274
-48.0,-47.0,-48.0,-47.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-57.0,-45.591453552246094,-57.0,0,0,1.9497418300930205,1.945772846394274
-43.0,-39.0,-43.0,-39.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-47.0,-45.0,-47.0,0,0,1.9497418300930205,1.945772846394274
-45.0,-40.0,-45.0,-40.0,0,0,1.9497418300930205,1.945772846394274
-56.0,-31.0,-56.0,-34.25727844238281,0,6,1.9497418300930205,1.945772846394274
-43.0,-39.0,-43.0,-39.0,0,0,1.4907393327564735,1.6261341834781635
-50.0,-39.0,-50.0,-39.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-40.0,-43.0,-40.0,0,0,1.4907393327564735,1.6261341834781635
-63.0,-39.0,-63.0,-43.305458068847656,0,0,1.4907393327564735,1.6261341834781635
-46.0,-38.0,-46.0,-38.0,0,0,1.4907393327564735,1.6261341834781635
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-40.0,-43.0,-40.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-39.0,-43.0,-39.0,0,0,1.4907393327564735,1.6261341834781635
-48.0,-50.0,-48.0,-50.0,0,0,1.4907393327564735,1.6261341834781635
-46.0,-38.0,-46.0,-38.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-40.0,-43.0,-40.0,0,0,1.4907393327564735,1.6261341834781635
-82.0,-42.0,-82.0,-46.32105255126953,0,0,1.4907393327564735,1.6261341834781635
-45.0,-47.0,-45.0,-47.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-37.0,-43.0,-37.0,0,0,1.4907393327564735,1.6261341834781635
-48.0,-46.0,-48.0,-46.0,0,0,1.4907393327564735,1.6261341834781635
-40.0,-41.0,-40.0,-41.0,0,0,1.4907393327564735,1.6261341834781635
-45.0,-46.0,-45.0,-46.0,0,0,1.4907393327564735,1.6261341834781635
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.4907393327564735,1.6261341834781635
-45.0,-46.0,-45.0,-46.0,0,0,1.4907393327564735,1.6261341834781635
-28.0,-48.0,-30.999439239501953,-48.0,0,0,1.4907393327564735,1.6261341834781635
-32.0,-47.0,-34.77655792236328,-47.0,0,0,1.4907393327564735,1.6261341834781635
-50.0,-39.0,-50.0,-39.0,0,0,1.4907393327564735,1.6261341834781635
-48.0,-46.0,-48.0,-46.0,0,0,1.4907393327564735,1.6261341834781635
-49.0,-55.0,-49.0,-55.0,0,0,1.4907393327564735,1.6261341834781635
-42.0,-55.0,-44.406349182128906,-55.0,0,0,1.4907393327564735,1.6261341834781635
-42.0,-48.0,-42.0,-48.0,0,0,1.4907393327564735,1.6261341834781635
-44.0,-47.0,-44.0,-47.0,0,0,1.4907393327564735,1.6261341834781635
-38.0,-48.0,-38.0,-48.0,0,0,1.4907393327564735,1.6261341834781635
-50.0,-41.0,-50.0,-41.0,0,0,1.4907393327564735,1.6261341834781635
-45.0,-40.0,-45.0,-40.0,0,0,1.4907393327564735,1.6261341834781635
-51.0,-45.0,-51.0,-45.0,0,0,1.4907393327564735,1.6261341834781635
-44.0,-47.0,-44.0,-47.0,0,0,1.4907393327564735,1.6261341834781635
-43.0,-45.0,-43.0,-45.0,0,0,1.41605702785904,1.4727082679846337
