AP1,AP2,x,y
-48.0,-44.0,4.0,4.6
-48.0,-44.0,3.1653473377227783,4.848403453826904
nan,nan,nan,nan
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.6668999195098877,5.428932189941406
nan,nan,nan,nan
-51.0,-45.0,1.0,4.6
-51.0,-45.0,2.713118076324463,4.9126667976379395
nan,nan,nan,nan
-43.0,-40.0,3.0,8.2
-43.0,-40.0,1.5754880905151367,6.379791259765625
nan,nan,nan,nan
-45.0,-47.0,1.5,7.3
-45.0,-47.0,3.0903918743133545,5.12546443939209
nan,nan,nan,nan
-50.0,-39.0,3.5,7.3
-50.0,-39.0,2.668367862701416,6.902405738830566
nan,nan,nan,nan
-47.0,-43.0,3.0,4.6
-47.0,-43.0,3.0240345001220703,4.800751209259033
nan,nan,nan,nan
-47.0,-37.0,1.5,8.2
-47.0,-37.0,2.6919610500335693,7.647643089294434
nan,nan,nan,nan
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.125591516494751,4.5631103515625
nan,nan,nan,nan
-37.0,-28.0,-0.8,3.7
-37.0,-28.0,-0.7745200395584106,4.586873531341553
nan,-29.65346908569336,nan,nan
-56.0,-31.0,2.5,9.1
-56.0,-31.0,2.2177951335906982,6.90057897567749
nan,-34.234169006347656,nan,nan
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.5081198811531067,7.501538276672363
nan,-29.572063446044922,nan,nan
-65.0,-48.0,4.75,3.7
-65.0,-48.0,4.234986305236816,4.1236891746521
nan,-51.12321853637695,nan,nan
-48.0,-37.0,2.0,8.2
-48.0,-37.0,2.7481210231781006,7.584315776824951
nan,nan,nan,nan
-82.0,-42.0,3.5,3.7
-82.0,-42.0,-0.7999558448791504,8.199963569641113
-74.6512451171875,-46.290748596191406,3.9851791858673096,4.286331653594971
-50.0,-27.0,1.0,7.3
-50.0,-27.0,1.9568520784378052,6.341575622558594
nan,-29.79578971862793,nan,nan
-50.0,-39.0,3.5,7.3
-50.0,-39.0,2.668367862701416,6.902405738830566
nan,nan,nan,nan
-38.0,-40.0,1.5,3.7
-38.0,-40.0,0.7379206418991089,5.776068210601807
nan,nan,nan,nan
-46.0,-46.0,3.0,2.8
-46.0,-46.0,3.125591516494751,4.5631103515625
nan,nan,nan,nan
-48.0,-37.0,2.0,9.1
-48.0,-37.0,2.7481210231781006,7.584315776824951
nan,nan,nan,nan
-45.0,-46.0,0.5,3.7
-45.0,-46.0,3.1696839332580566,4.703278064727783
nan,nan,nan,nan
-63.0,-39.0,1.0,6.4
-63.0,-39.0,1.294509768486023,7.1848320960998535
nan,-43.27344512939453,nan,nan
-46.0,-38.0,4.0,6.4
-46.0,-38.0,2.6097772121429443,7.518012046813965
nan,nan,nan,nan
-50.0,-39.0,3.5,7.3
-50.0,-39.0,2.668367862701416,6.902405738830566
nan,nan,nan,nan
-48.0,-47.0,2.0,4.6
-48.0,-47.0,3.4812698364257812,5.947387218475342
nan,nan,nan,nan
-43.0,-45.0,2.0,6.4
-43.0,-45.0,2.8014719486236572,5.20073127746582
nan,nan,nan,nan
-42.0,-48.0,4.0,9.1
-42.0,-48.0,3.2876060009002686,5.9479217529296875
nan,nan,nan,nan
-48.0,-46.0,4.75,8.2
-48.0,-46.0,3.45522403717041,5.597470760345459
nan,nan,nan,nan
-47.0,-43.0,3.0,4.6
-47.0,-43.0,3.0240345001220703,4.800751209259033
nan,nan,nan,nan
-49.0,-43.0,2.5,8.2
-49.0,-43.0,3.4486262798309326,4.224583625793457
nan,nan,nan,nan
-45.0,-50.0,4.75,2.8
-45.0,-50.0,4.004197120666504,4.037768363952637
nan,nan,nan,nan
-45.0,-50.0,4.75,1.9
-45.0,-50.0,4.004197120666504,4.037768363952637
nan,nan,nan,nan
-50.0,-39.0,3.5,6.4
-50.0,-39.0,2.668367862701416,6.902405738830566
nan,nan,nan,nan
-49.0,-55.0,2.0,3.7
-49.0,-55.0,2.042206048965454,3.7551143169403076
nan,nan,nan,nan
-43.0,-39.0,0.5,6.4
-43.0,-39.0,1.304442048072815,6.518428802490234
nan,nan,nan,nan
-44.0,-37.0,1.5,3.7
-44.0,-37.0,1.314439296722412,6.9185471534729
nan,nan,nan,nan
-43.0,-57.0,3.0,6.4
-43.0,-57.0,2.8780832290649414,5.900686740875244
-45.57206344604492,nan,nan,nan
-32.0,-47.0,2.5,1.9
-32.0,-47.0,2.475419282913208,3.6237194538116455
-34.75578308105469,nan,nan,nan
-41.0,-27.0,-0.8,8.2
-41.0,-27.0,-0.5081198811531067,7.501538276672363
nan,-29.572063446044922,nan,nan
