AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-50.0,-50.0,0,0,0.7666787812184933,4.782800479558671
-47.0,-43.0,-47.0,-47.0,0,0,1.7243067203629214,1.8974523765627624
-50.0,-41.0,-50.0,-50.0,0,0,4.399284642651996,5.116089457929519
-41.0,-55.0,-55.0,-55.0,0,0,0.8614822886086293,0.9108075833522968
-50.0,-27.0,-50.0,-50.0,0,0,1.3942616108505141,1.0758355838547793
-48.0,-37.0,-48.0,-48.0,0,0,1.6279094209344995,1.0851686122319661
-42.0,-48.0,-48.0,-48.0,0,0,0.45997114086704954,1.806599747040208
-32.0,-47.0,-47.0,-47.0,0,0,0.6115479078304705,2.83884579947318
-43.0,-40.0,-43.0,-43.0,0,0,1.876891346221748,3.94369735136961
-48.0,-44.0,-48.0,-48.0,0,0,0.9448748605327589,0.8434329777410635
-36.0,-44.0,-44.0,-44.0,0,0,0.7524274682641648,4.451291917861156
-29.0,-49.0,-49.0,-49.0,0,0,0.3077739244259549,4.761031511413287
-38.0,-48.0,-48.0,-48.0,0,0,1.5183808462822033,5.495444272016827
-36.0,-39.0,-39.0,-39.0,0,0,0.7215798720012799,0.7414248376794332
-37.0,-28.0,-37.0,-37.0,0,0,1.3205867179651678,2.222840667457709
-43.0,-44.0,-44.0,-44.0,0,0,1.4667502510989585,1.440607859125972
-46.0,-46.0,-46.0,-46.0,0,0,1.1814721674423359,1.1814721674423359
-50.0,-39.0,-50.0,-50.0,0,0,0.485209990827398,2.0305229427324356
-50.0,-39.0,-50.0,-50.0,0,0,0.485209990827398,2.0305229427324356
-41.0,-27.0,-41.0,-41.0,0,0,0.38085612858455153,2.9082627195119017
-40.0,-42.0,-42.0,-42.0,0,0,2.201846063364577,2.711828876876845
-51.0,-45.0,-51.0,-51.0,0,0,4.41023598590499,2.70000181284982
-42.0,-48.0,-48.0,-48.0,0,0,1.2426075629292321,2.6400784789543734
-45.0,-40.0,-45.0,-45.0,0,0,1.2128813108806986,5.178386972977355
-56.0,-31.0,-56.0,-56.0,0,0,0.6437408580250721,5.421668727986487
-47.0,-43.0,-47.0,-47.0,0,0,1.0520125734245203,0.9712023818277195
-45.0,-46.0,-46.0,-46.0,0,0,0.8020751665254323,0.7706718251066313
-44.0,-27.0,-44.0,-44.0,0,0,0.2593929558909828,4.766068070917067
-44.0,-27.0,-44.0,-44.0,0,0,0.6412468710943605,5.549073825482941
