AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-45.92551803588867,-50.0,0,0,1.3160378042864778,1.5548752632882201
-47.0,-43.0,-47.0,-43.0,0,0,1.3160378042864778,1.5548752632882201
-50.0,-41.0,-50.0,-42.4867057800293,0,0,1.3160378042864778,1.5548752632882201
-41.0,-55.0,-42.395259857177734,-55.0,0,0,1.3160378042864778,1.5548752632882201
-50.0,-27.0,-50.0,-27.872074127197266,0,0,1.3160378042864778,1.5548752632882201
-48.0,-37.0,-48.0,-38.278663635253906,0,0,1.3160378042864778,1.5548752632882201
-42.0,-48.0,-43.11062240600586,-48.0,0,0,1.3160378042864778,1.5548752632882201
-32.0,-47.0,-33.061370849609375,-47.0,0,0,1.3160378042864778,1.5548752632882201
-43.0,-40.0,-43.0,-40.0,0,0,1.3160378042864778,1.5548752632882201
-48.0,-44.0,-48.0,-44.0,0,0,1.3160378042864778,1.5548752632882201
-36.0,-44.0,-37.302181243896484,-44.0,0,0,1.3160378042864778,1.5548752632882201
-29.0,-49.0,-29.943241119384766,-49.0,0,0,1.3160378042864778,1.5548752632882201
-38.0,-48.0,-39.3350830078125,-48.0,0,0,1.3160378042864778,1.5548752632882201
-36.0,-39.0,-36.0,-39.0,0,0,1.3160378042864778,1.5548752632882201
-37.0,-28.0,-37.0,-28.95891571044922,0,0,1.3160378042864778,1.5548752632882201
-43.0,-44.0,-43.0,-44.0,0,0,1.3160378042864778,1.5548752632882201
-46.0,-46.0,-46.0,-46.0,0,0,1.3160378042864778,1.5548752632882201
-50.0,-39.0,-50.0,-40.35689926147461,0,0,1.3160378042864778,1.5548752632882201
-50.0,-39.0,-50.0,-40.35689926147461,0,0,1.3160378042864778,1.5548752632882201
-41.0,-27.0,-41.0,-27.89006805419922,0,0,1.3160378042864778,1.5548752632882201
-40.0,-42.0,-40.0,-42.0,0,0,1.3160378042864778,1.5548752632882201
-51.0,-45.0,-51.0,-46.11062240600586,0,0,1.3160378042864778,1.5548752632882201
-42.0,-48.0,-43.11062240600586,-48.0,0,0,1.3160378042864778,1.5548752632882201
-45.0,-40.0,-45.0,-40.92551803588867,0,0,1.3160378042864778,1.5548752632882201
-56.0,-31.0,-56.0,-32.00287628173828,0,0,1.3160378042864778,1.5548752632882201
-47.0,-43.0,-47.0,-43.0,0,0,1.3160378042864778,1.5548752632882201
