AP1,AP2,x,y,gamma1,gamma2
-33.0,-45.0,1.5,1.9
-33.0,-45.0,1.3812237977981567,2.1147491931915283
-36.75165939331055,-45.0,-0.059400610625743866,2.0761702060699463,0.9771248966143847,0.0
-51.0,-45.0,1.0,3.7
-51.0,-45.0,2.0168609619140625,5.556190490722656
-51.0,-46.87582778930664,1.6213465929031372,5.180258750915527,0.0,0.23309625803694514
-37.0,-28.0,-0.8,4.6
-37.0,-28.0,-0.7884902954101562,4.629312038421631
-37.0,-30.813743591308594,-0.7053236365318298,4.675180912017822,0.0,0.38172738422088803
-48.0,-37.0,4.0,7.3
-48.0,-37.0,3.059978485107422,6.397599697113037
-48.0,-40.43901824951172,3.22855281829834,5.766627311706543,0.0,0.5030858687751475
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.7555922269821167,7.637547016143799
-41.0,-36.28187942504883,1.1486836671829224,5.573868274688721,0.0,2.0643069438632486
-49.0,-43.0,2.5,7.3
-49.0,-43.0,3.4097180366516113,7.103950023651123
-49.0,-44.87582778930664,3.9174818992614746,7.522897720336914,0.0,0.3315300195027382
-44.0,-37.0,1.5,3.7
-44.0,-37.0,1.834600806236267,6.6879801750183105
-44.0,-39.18846893310547,2.852874755859375,7.614366054534912,0.0,0.26974369459629394
-46.0,-46.0,3.0,1.9
-46.0,-46.0,3.462191104888916,4.401582717895508
-46.0,-46.0,3.462191104888916,4.401582717895508,0.0,0.0
-44.0,-27.0,0.5,8.2
-44.0,-27.0,-0.4443521201610565,7.99416446685791
-44.0,-32.314849853515625,1.1175915002822876,6.402690887451172,0.0,1.9582169845243067
-43.0,-37.0,0.5,7.3
-43.0,-37.0,1.3311939239501953,6.168128967285156
-43.0,-38.87582778930664,2.150820016860962,7.202772617340088,0.0,0.42760178985491154
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.6528587341308594,4.585380554199219
-43.31263732910156,-44.0,2.7404747009277344,4.6537885665893555,0.047988049590661906,0.0
-51.0,-45.0,1.0,3.7
-51.0,-45.0,2.0168609619140625,5.556190490722656
-51.0,-46.87582778930664,1.6213465929031372,5.180258750915527,0.0,0.23309625803694514
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.299017906188965,5.321429252624512
