AP1,AP2,x,y
-47.0,-43.0,3.0,4.6
-47.0,-43.0,2.896014451980591,4.881938934326172
-47.0,-44.8564453125,2.9034013748168945,4.76694393157959
-41.0,-40.0,1.5,4.6
-41.0,-40.0,1.6501636505126953,5.447866439819336
-41.0,-40.464111328125,1.5871074199676514,5.649667739868164
-46.0,-46.0,3.0,2.8
-46.0,-46.0,2.8466758728027344,4.689504623413086
-46.0,-46.0,2.8466758728027344,4.689504623413086
-41.0,-27.0,-0.8,7.3
-41.0,-27.0,-0.7946650385856628,7.482250690460205
-41.0,-33.49755096435547,2.4525094032287598,3.639474391937256
-46.0,-46.0,3.0,1.9
-46.0,-46.0,2.8466758728027344,4.689504623413086
-46.0,-46.0,2.8466758728027344,4.689504623413086
-40.0,-41.0,-0.8,6.4
-40.0,-41.0,0.9442744851112366,5.056730270385742
-40.464111328125,-41.0,1.1661313772201538,5.324252605438232
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.903527021408081,7.528885841369629
-45.0,-42.320552825927734,3.0478765964508057,6.516142845153809
-44.0,-47.0,4.75,6.4
-44.0,-47.0,3.32549786567688,6.152128219604492
-45.392333984375,-47.0,3.177053928375244,6.053503036499023
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.673767328262329,3.399341344833374
-43.0,-39.784664154052734,2.222938060760498,6.339600563049316
-50.0,-39.0,3.5,7.3
-50.0,-39.0,3.4036471843719482,6.780109405517578
-50.0,-44.105220794677734,2.7094430923461914,7.526459217071533
-43.0,-37.0,0.5,7.3
-43.0,-37.0,2.673767328262329,3.399341344833374
-43.0,-39.784664154052734,2.222938060760498,6.339600563049316
-56.0,-31.0,3.0,1.9
-56.0,-31.0,2.4993202686309814,9.098529815673828
-56.0,-42.6027717590332,2.9565610885620117,6.215214729309082
-44.0,-27.0,0.5,8.2
-44.0,-27.0,-0.6612737774848938,7.681002140045166
-44.0,-34.88988494873047,2.624584197998047,3.5649590492248535
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.353623867034912,3.2367098331451416
-37.392333984375,-39.0,1.3113590478897095,3.7691359519958496
-63.0,-39.0,1.0,6.4
-63.0,-39.0,1.0000057220458984,7.171380043029785
-63.0,-50.1386604309082,4.7487711906433105,3.7010154724121094
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.730517625808716,6.420638561248779
-49.0,-45.784664154052734,4.045876502990723,7.219239234924316
-45.0,-40.0,3.5,8.2
-45.0,-40.0,2.903527021408081,7.528885841369629
-45.0,-42.320552825927734,3.0478765964508057,6.516142845153809
-43.0,-44.0,3.5,2.8
-43.0,-44.0,2.748624563217163,4.020140171051025
-43.464111328125,-44.0,2.848409652709961,3.9501631259918213
-49.0,-55.0,2.0,3.7
-49.0,-55.0,2.0163326263427734,3.705339193344116
-51.784664154052734,-55.0,2.0014140605926514,3.700547456741333
-63.0,-39.0,1.0,7.3
-63.0,-39.0,1.0000057220458984,7.171380043029785
-63.0,-50.1386604309082,4.7487711906433105,3.7010154724121094
-48.0,-36.0,2.0,8.2
-48.0,-36.0,3.102961301803589,7.691863536834717
-48.0,-41.569332122802734,2.928659200668335,5.417932033538818
-36.0,-44.0,-0.8,1.9
-36.0,-44.0,-0.7137627601623535,2.0676558017730713
-39.712886810302734,-44.0,1.1435329914093018,3.6996939182281494
-48.0,-46.0,4.75,8.2
-48.0,-46.0,3.6729989051818848,6.069375991821289
-48.0,-46.92822265625,3.413189649581909,5.972239971160889
-43.0,-39.0,0.5,4.6
-43.0,-39.0,2.224443197250366,5.171421527862549
-43.0,-40.8564453125,2.4398040771484375,7.149687767028809
-49.0,-43.0,2.5,8.2
-49.0,-43.0,2.730517625808716,6.420638561248779
-49.0,-45.784664154052734,4.045876502990723,7.219239234924316
-47.0,-43.0,2.5,4.6
-47.0,-43.0,2.896014451980591,4.881938934326172
-47.0,-44.8564453125,2.9034013748168945,4.76694393157959
-40.0,-46.0,0.5,3.7
-40.0,-46.0,2.9919650554656982,6.878725528717041
-42.784664154052734,-46.0,2.390545606613159,5.930041790008545
-43.0,-45.0,2.0,6.4
-43.0,-45.0,2.43967342376709,4.98008394241333
