X,Y,AP1,AP2,error,AP1_attack,AP2_attack,error_adv,layers1,layers2
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
-0.8,8.2,-41.0,-27.0,0.8138637843950058,-40.606727600097656,-30.696779251098633,2.367587467323451,6,2
0.5,2.8,-40.0,-42.0,0.9744253066124524,-40.52811050415039,-41.943817138671875,0.998216197371071,2,5
1.0,3.7,-51.0,-45.0,1.6995726975804402,-50.83145523071289,-46.58433532714844,1.9955354508807683,2,4
4.0,9.1,-42.0,-48.0,2.6899608244602873,-43.58433532714844,-47.83145523071289,3.273455011242381,7,3
3.5,9.1,-45.0,-40.0,2.1354938214232124,-44.85954666137695,-41.32027816772461,2.479543114493553,6,2
2.5,9.1,-56.0,-31.0,0.8521799057480596,-55.297725677490234,-37.60139083862305,1.8933524374705115,6,2
3.0,3.7,-47.0,-43.0,1.3516014415793316,-46.88763427734375,-44.05622100830078,1.378273588241008,3,5
4.0,3.7,-45.0,-46.0,1.2826071000657955,-45.26405715942383,-45.97190856933594,1.203211147262141,4,5
0.5,8.2,-44.0,-27.0,0.5729243902560791,-43.52245330810547,-31.48894500732422,1.8333951382781373,5,2
0.5,9.1,-44.0,-27.0,1.3005412331394686,-43.52245330810547,-31.48894500732422,2.7129630211571194,6,1
4.75,3.7,-65.0,-48.0,0.0010646799191110562,-64.52245330810547,-52.48894500732422,0.12309171821337526,4,5
1.5,9.1,-46.0,-38.0,1.8125982098823115,-45.775272369384766,-40.11244583129883,2.8710890359746304,6,2
2.0,2.8,-42.0,-55.0,1.6646610856456803,-45.43272399902344,-54.63481521606445,2.8932568690631224,2,5
-0.8,9.1,-50.0,-22.0,2.1379467057614034,-49.21345138549805,-29.393556594848633,3.690171696805415,6,1
-0.8,8.2,-42.0,-22.0,0.4634097287299505,-41.43817901611328,-27.281112670898438,0.8249332345131277,6,2
0.5,4.6,-43.0,-39.0,2.191726429293476,-42.88763427734375,-40.05622100830078,2.6724908163636503,3,4
-0.8,2.8,-38.0,-48.0,0.6119844088054006,-40.64055633544922,-47.71908950805664,2.7725037183710914,2,5
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
2.5,2.8,-32.0,-47.0,0.843945558878394,-35.96083450317383,-46.578636169433594,2.1381809651018417,3,5
0.5,7.3,-43.0,-37.0,1.5013333741403758,-42.83145523071289,-38.58433532714844,1.2423106785072622,5,2
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
2.0,1.9,-27.0,-48.0,0.09418089189039978,-32.545166015625,-47.41008758544922,0.20083092470953046,2,6
2.5,4.6,-41.0,-55.0,0.4851655909656414,-44.69677734375,-54.606727600097656,1.4068243979043207,4,4
1.0,4.6,-51.0,-45.0,1.0538569816595802,-50.83145523071289,-46.58433532714844,1.3464543227392989,3,4
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
-0.8,6.4,-40.0,-41.0,2.3224771462614084,-40.26405715942383,-40.97190856933594,2.2954453787905433,4,2
3.0,3.7,-47.0,-43.0,1.3516014415793316,-46.88763427734375,-44.05622100830078,1.378273588241008,3,5
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
3.5,3.7,-43.0,-44.0,1.5265030724795934,-43.26405715942383,-43.97190856933594,1.3919997110181586,3,5
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
2.5,9.1,-56.0,-31.0,0.8521799057480596,-55.297725677490234,-37.60139083862305,1.8933524374705115,6,2
2.0,2.8,-42.0,-55.0,1.6646610856456803,-45.43272399902344,-54.63481521606445,2.8932568690631224,2,5
1.5,1.9,-33.0,-45.0,0.817556196479403,-36.16866683959961,-44.662906646728516,1.695241738837034,2,6
-0.8,4.6,-37.0,-28.0,0.09810404409363363,-29.63300132751465,-31.32779884338379,2.5069019153205474,17,4
4.0,7.3,-48.0,-37.0,1.4899298481891894,-47.69099807739258,-39.90461349487305,1.584640615660525,6,3
3.5,8.2,-45.0,-40.0,1.3226084777530094,-44.85954666137695,-41.32027816772461,1.6349376004988885,6,3
4.75,1.9,-45.0,-50.0,1.7253556560637608,-46.32027816772461,-49.85954666137695,1.8413608323707988,3,6
3.5,9.1,-45.0,-40.0,2.1354938214232124,-44.85954666137695,-41.32027816772461,2.479543114493553,6,2
2.5,1.9,-32.0,-47.0,0.5902618302483971,-35.96083450317383,-46.578636169433594,2.179284776367403,2,6
0.5,9.1,-44.0,-27.0,1.3005412331394686,-43.52245330810547,-31.48894500732422,2.7129630211571194,6,1
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
2.5,7.3,-49.0,-43.0,1.3386577466365737,-48.83145523071289,-44.58433532714844,1.3270511408235954,5,3
2.5,9.1,-56.0,-31.0,0.8521799057480596,-55.297725677490234,-37.60139083862305,1.8933524374705115,6,2
-0.8,1.9,-36.0,-44.0,0.871104601708701,-38.11244583129883,-43.775272369384766,1.369011870141492,2,5
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
0.5,7.3,-43.0,-37.0,1.5013333741403758,-42.83145523071289,-38.58433532714844,1.2423106785072622,5,2
3.5,8.2,-45.0,-40.0,1.3226084777530094,-44.85954666137695,-41.32027816772461,1.6349376004988885,6,3
4.75,7.3,-45.0,-47.0,2.331365654893056,-45.52811050415039,-46.943817138671875,2.44043879467703,6,4
2.0,6.4,-43.0,-45.0,2.0123382099501232,-43.52811050415039,-44.943817138671875,1.9359927012400027,4,3
4.75,1.9,-45.0,-50.0,1.7253556560637608,-46.32027816772461,-49.85954666137695,1.8413608323707988,3,6
1.0,3.7,-36.0,-39.0,0.7902255552452504,-36.79216766357422,-38.91572570800781,0.6371291425258605,3,4
3.5,1.9,-43.0,-37.0,4.677689701566236,-42.83145523071289,-38.58433532714844,4.972572356192566,3,6
3.5,2.8,-43.0,-44.0,1.9464577389395252,-43.26405715942383,-43.97190856933594,1.8982146404131044,3,5
2.5,9.1,-56.0,-31.0,0.8521799057480596,-55.297725677490234,-37.60139083862305,1.8933524374705115,6,2
3.0,1.9,-56.0,-31.0,6.724439567345024,-55.297725677490234,-37.60139083862305,5.364197619933865,5,6
3.5,9.1,-45.0,-40.0,2.1354938214232124,-44.85954666137695,-41.32027816772461,2.479543114493553,6,2
1.5,8.2,-47.0,-37.0,1.1014831029205223,-46.71908950805664,-39.64055633544922,2.2308987686455697,6,2
3.0,7.3,-43.0,-57.0,1.3659652598445797,-46.69677734375,-56.606727600097656,1.9150120760463027,5,2
3.0,8.2,-43.0,-40.0,1.7498085029397907,-42.91572570800781,-40.79216766357422,1.5034752458888891,6,2
2.0,1.9,-29.0,-49.0,0.22923095352958164,-34.28111267089844,-48.43817901611328,0.2168652163259377,2,6
3.5,9.1,-45.0,-40.0,2.1354938214232124,-44.85954666137695,-41.32027816772461,2.479543114493553,6,2
4.75,1.9,-45.0,-50.0,1.7253556560637608,-46.32027816772461,-49.85954666137695,1.8413608323707988,3,6
1.5,7.3,-45.0,-47.0,3.0226818289781874,-45.52811050415039,-46.943817138671875,3.0965697849188034,5,4
4.0,6.4,-48.0,-37.0,1.9126382218947413,-47.69099807739258,-39.90461349487305,1.0389369133495772,5,4
1.0,4.6,-51.0,-45.0,1.0538569816595802,-50.83145523071289,-46.58433532714844,1.3464543227392989,3,4
4.0,2.8,-45.0,-46.0,2.107568588909731,-45.26405715942383,-45.97190856933594,2.026069300955179,3,6
4.75,6.4,-44.0,-47.0,1.600979874273409,-44.79216766357422,-46.91572570800781,1.6036444663558829,5,4
0.5,6.4,-43.0,-39.0,0.9620528196721876,-42.88763427734375,-40.05622100830078,1.3813638748072912,4,2
2.0,4.6,-43.0,-45.0,0.24709448360186567,-43.52811050415039,-44.943817138671875,0.4123095736367023,3,4
2.0,7.3,-50.0,-38.0,0.8460295474597359,-49.662906646728516,-41.16866683959961,1.4252918630329896,5,2
2.0,4.6,-48.0,-47.0,2.653572190027337,-47.97190856933594,-47.26405715942383,2.488029964546036,3,4
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
0.5,4.6,-43.0,-39.0,2.191726429293476,-42.88763427734375,-40.05622100830078,2.6724908163636503,3,4
4.75,7.3,-45.0,-47.0,2.331365654893056,-45.52811050415039,-46.943817138671875,2.44043879467703,6,4
3.5,8.2,-45.0,-40.0,1.3226084777530094,-44.85954666137695,-41.32027816772461,1.6349376004988885,6,3
3.0,1.9,-56.0,-31.0,6.724439567345024,-55.297725677490234,-37.60139083862305,5.364197619933865,5,6
0.5,4.6,-43.0,-39.0,2.191726429293476,-42.88763427734375,-40.05622100830078,2.6724908163636503,3,4
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
3.0,8.2,-43.0,-40.0,1.7498085029397907,-42.91572570800781,-40.79216766357422,1.5034752458888891,6,2
1.0,7.3,-63.0,-39.0,0.17558037550338962,-62.3258171081543,-45.33733367919922,5.1418559365996455,5,2
1.5,9.1,-46.0,-38.0,1.8125982098823115,-45.775272369384766,-40.11244583129883,2.8710890359746304,6,2
2.5,1.9,-32.0,-47.0,0.5902618302483971,-35.96083450317383,-46.578636169433594,2.179284776367403,2,6
3.0,8.2,-43.0,-40.0,1.7498085029397907,-42.91572570800781,-40.79216766357422,1.5034752458888891,6,2
0.5,4.6,-43.0,-39.0,2.191726429293476,-42.88763427734375,-40.05622100830078,2.6724908163636503,3,4
1.5,6.4,-48.0,-50.0,1.4844789660534041,-48.52811050415039,-49.943817138671875,0.8237889918200956,4,3
1.5,9.1,-46.0,-38.0,1.8125982098823115,-45.775272369384766,-40.11244583129883,2.8710890359746304,6,2
3.0,9.1,-43.0,-40.0,2.470129394029867,-42.91572570800781,-40.79216766357422,2.2744966101480517,6,2
3.5,4.6,-82.0,-42.0,0.8999999290347493,-80.87635803222656,-52.562225341796875,1.3859153862266027,4,4
4.75,7.3,-45.0,-47.0,2.331365654893056,-45.52811050415039,-46.943817138671875,2.44043879467703,6,4
0.5,7.3,-43.0,-37.0,1.5013333741403758,-42.83145523071289,-38.58433532714844,1.2423106785072622,5,2
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
-0.8,6.4,-40.0,-41.0,2.3224771462614084,-40.26405715942383,-40.97190856933594,2.2954453787905433,4,2
4.0,2.8,-45.0,-46.0,2.107568588909731,-45.26405715942383,-45.97190856933594,2.026069300955179,3,6
2.5,2.8,-32.0,-47.0,0.843945558878394,-35.96083450317383,-46.578636169433594,2.1381809651018417,3,5
4.0,2.8,-45.0,-46.0,2.107568588909731,-45.26405715942383,-45.97190856933594,2.026069300955179,3,6
2.0,2.8,-28.0,-48.0,0.8879066153450035,-33.28111267089844,-47.43817901611328,0.7083511169993763,2,5
2.5,2.8,-32.0,-47.0,0.843945558878394,-35.96083450317383,-46.578636169433594,2.1381809651018417,3,5
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
2.0,3.7,-49.0,-55.0,1.2460524181890966,-50.58433532714844,-54.83145523071289,0.3376156138816578,3,4
2.0,2.8,-42.0,-55.0,1.6646610856456803,-45.43272399902344,-54.63481521606445,2.8932568690631224,2,5
4.0,9.1,-42.0,-48.0,2.6899608244602873,-43.58433532714844,-47.83145523071289,3.273455011242381,7,3
4.75,6.4,-44.0,-47.0,1.600979874273409,-44.79216766357422,-46.91572570800781,1.6036444663558829,5,4
-0.8,2.8,-38.0,-48.0,0.6119844088054006,-40.64055633544922,-47.71908950805664,2.7725037183710914,2,5
4.0,1.9,-50.0,-41.0,4.542078625413574,-49.7471809387207,-43.37649917602539,4.416888975252102,3,6
3.5,9.1,-45.0,-40.0,2.1354938214232124,-44.85954666137695,-41.32027816772461,2.479543114493553,6,2
1.0,3.7,-51.0,-45.0,1.6995726975804402,-50.83145523071289,-46.58433532714844,1.9955354508807683,2,4
4.75,6.4,-44.0,-47.0,1.600979874273409,-44.79216766357422,-46.91572570800781,1.6036444663558829,5,4
2.0,6.4,-43.0,-45.0,2.0123382099501232,-43.52811050415039,-44.943817138671875,1.9359927012400027,4,3
4.75,4.6,-46.0,-52.0,0.9985709450117853,-47.58433532714844,-51.83145523071289,0.8881384196947958,4,5
3.0,9.1,-43.0,-40.0,2.470129394029867,-42.91572570800781,-40.79216766357422,2.2744966101480517,6,2
2.5,8.2,-49.0,-43.0,2.1704068480521275,-48.83145523071289,-44.58433532714844,1.9770296999420358,6,2
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
4.0,4.6,-48.0,-44.0,1.3476567386024334,-47.88763427734375,-45.05622100830078,1.7038093084388288,4,5
1.0,3.7,-51.0,-45.0,1.6995726975804402,-50.83145523071289,-46.58433532714844,1.9955354508807683,2,4
3.5,4.6,-82.0,-42.0,0.8999999290347493,-80.87635803222656,-52.562225341796875,1.3859153862266027,4,4
0.5,3.7,-40.0,-49.0,0.5270768251867807,-42.37649917602539,-48.7471809387207,4.159429283530282,3,4
3.5,2.8,-43.0,-44.0,1.9464577389395252,-43.26405715942383,-43.97190856933594,1.8982146404131044,3,5
3.0,9.1,-43.0,-40.0,2.470129394029867,-42.91572570800781,-40.79216766357422,2.2744966101480517,6,2
-0.8,8.2,-41.0,-27.0,0.8138637843950058,-40.606727600097656,-30.696779251098633,2.367587467323451,6,2
2.5,3.7,-41.0,-55.0,0.4225360439607024,-44.69677734375,-54.606727600097656,1.7094711026872251,3,5
2.0,6.4,-43.0,-45.0,2.0123382099501232,-43.52811050415039,-44.943817138671875,1.9359927012400027,4,3
4.0,2.8,-45.0,-46.0,2.107568588909731,-45.26405715942383,-45.97190856933594,2.026069300955179,3,6
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
2.5,7.3,-49.0,-43.0,1.3386577466365737,-48.83145523071289,-44.58433532714844,1.3270511408235954,5,3
1.5,8.2,-47.0,-37.0,1.1014831029205223,-46.71908950805664,-39.64055633544922,2.2308987686455697,6,2
4.75,6.4,-44.0,-47.0,1.600979874273409,-44.79216766357422,-46.91572570800781,1.6036444663558829,5,4
-0.8,4.6,-37.0,-28.0,0.09810404409363363,-29.63300132751465,-31.32779884338379,2.5069019153205474,17,4
2.5,2.8,-32.0,-47.0,0.843945558878394,-35.96083450317383,-46.578636169433594,2.1381809651018417,3,5
4.0,7.3,-48.0,-37.0,1.4899298481891894,-47.69099807739258,-39.90461349487305,1.584640615660525,6,3
0.5,3.7,-45.0,-46.0,3.053193352855182,-45.26405715942383,-45.97190856933594,3.0497294033455247,3,4
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
2.0,9.1,-48.0,-37.0,1.5522368638328687,-47.69099807739258,-39.90461349487305,3.21171204430789,6,2
1.5,3.7,-38.0,-40.0,0.4338788490241716,-38.52811050415039,-39.943817138671875,0.6464906658804512,3,4
1.0,3.7,-51.0,-45.0,1.6995726975804402,-50.83145523071289,-46.58433532714844,1.9955354508807683,2,4
0.5,1.9,-41.0,-43.0,1.2104408893166958,-41.52811050415039,-42.943817138671875,1.3613310903251308,1,5
0.5,1.9,-41.0,-43.0,1.2104408893166958,-41.52811050415039,-42.943817138671875,1.3613310903251308,1,5
3.5,6.4,-50.0,-39.0,0.6027057909083368,-49.69099807739258,-41.90461349487305,0.5904431613284215,5,3
-0.8,7.3,-41.0,-27.0,0.525066449095576,-40.606727600097656,-30.696779251098633,1.690289533099194,5,2
-0.8,3.7,-38.0,-48.0,0.5900952007885006,-40.64055633544922,-47.71908950805664,2.1994514058254513,3,4
3.5,4.6,-82.0,-42.0,0.8999999290347493,-80.87635803222656,-52.562225341796875,1.3859153862266027,4,4
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
3.5,3.7,-82.0,-42.0,1.3029164022324176e-07,-80.87635803222656,-52.562225341796875,1.1424927931866218,3,5
2.5,3.7,-41.0,-55.0,0.4225360439607024,-44.69677734375,-54.606727600097656,1.7094711026872251,3,5
-0.8,1.9,-36.0,-44.0,0.871104601708701,-38.11244583129883,-43.775272369384766,1.369011870141492,2,5
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
2.0,7.3,-50.0,-38.0,0.8460295474597359,-49.662906646728516,-41.16866683959961,1.4252918630329896,5,2
2.0,9.1,-48.0,-37.0,1.5522368638328687,-47.69099807739258,-39.90461349487305,3.21171204430789,6,2
3.5,2.8,-43.0,-44.0,1.9464577389395252,-43.26405715942383,-43.97190856933594,1.8982146404131044,3,5
2.5,8.2,-49.0,-43.0,2.1704068480521275,-48.83145523071289,-44.58433532714844,1.9770296999420358,6,2
2.0,9.1,-48.0,-37.0,1.5522368638328687,-47.69099807739258,-39.90461349487305,3.21171204430789,6,2
1.5,1.9,-33.0,-45.0,0.817556196479403,-36.16866683959961,-44.662906646728516,1.695241738837034,2,6
0.5,2.8,-40.0,-42.0,0.9744253066124524,-40.52811050415039,-41.943817138671875,0.998216197371071,2,5
3.0,3.7,-47.0,-43.0,1.3516014415793316,-46.88763427734375,-44.05622100830078,1.378273588241008,3,5
1.0,4.6,-51.0,-45.0,1.0538569816595802,-50.83145523071289,-46.58433532714844,1.3464543227392989,3,4
4.0,1.9,-50.0,-41.0,4.542078625413574,-49.7471809387207,-43.37649917602539,4.416888975252102,3,6
-0.8,2.8,-38.0,-48.0,0.6119844088054006,-40.64055633544922,-47.71908950805664,2.7725037183710914,2,5
4.0,8.2,-42.0,-48.0,1.8826748642618742,-43.58433532714844,-47.83145523071289,2.379403313842358,6,3
2.0,2.8,-42.0,-55.0,1.6646610856456803,-45.43272399902344,-54.63481521606445,2.8932568690631224,2,5
0.5,8.2,-44.0,-27.0,0.5729243902560791,-43.52245330810547,-31.48894500732422,1.8333951382781373,5,2
-0.8,2.8,-38.0,-48.0,0.6119844088054006,-40.64055633544922,-47.71908950805664,2.7725037183710914,2,5
4.75,6.4,-44.0,-47.0,1.600979874273409,-44.79216766357422,-46.91572570800781,1.6036444663558829,5,4
2.0,8.2,-48.0,-36.0,0.443356160444102,-47.662906646728516,-39.16866683959961,1.8599433733818935,6,2
1.5,1.9,-33.0,-45.0,0.817556196479403,-36.16866683959961,-44.662906646728516,1.695241738837034,2,6
2.5,8.2,-49.0,-43.0,2.1704068480521275,-48.83145523071289,-44.58433532714844,1.9770296999420358,6,2
1.5,2.8,-37.0,-40.0,0.4562353652149678,-37.79216766357422,-39.91572570800781,0.8008817138580158,2,5
0.5,3.7,-45.0,-46.0,3.053193352855182,-45.26405715942383,-45.97190856933594,3.0497294033455247,3,4
4.0,4.6,-48.0,-44.0,1.3476567386024334,-47.88763427734375,-45.05622100830078,1.7038093084388288,4,5
-0.8,7.3,-41.0,-27.0,0.525066449095576,-40.606727600097656,-30.696779251098633,1.690289533099194,5,2
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
4.0,2.8,-45.0,-46.0,2.107568588909731,-45.26405715942383,-45.97190856933594,2.026069300955179,3,6
4.0,6.4,-48.0,-44.0,0.9614531276909516,-47.88763427734375,-45.05622100830078,0.3890157533199072,5,4
2.0,8.2,-48.0,-37.0,0.7795725089876615,-47.69099807739258,-39.90461349487305,2.375583777657977,6,2
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
2.5,8.2,-49.0,-43.0,2.1704068480521275,-48.83145523071289,-44.58433532714844,1.9770296999420358,6,2
2.0,6.4,-43.0,-45.0,2.0123382099501232,-43.52811050415039,-44.943817138671875,1.9359927012400027,4,3
3.0,2.8,-46.0,-46.0,1.8974520182400556,-45.97190856933594,-45.97190856933594,1.886192902229403,3,5
1.0,6.4,-63.0,-39.0,0.7449066860617186,-62.3258171081543,-45.33733367919922,4.565015234688127,4,3
-0.8,1.9,-36.0,-44.0,0.871104601708701,-38.11244583129883,-43.775272369384766,1.369011870141492,2,5
3.5,2.8,-43.0,-44.0,1.9464577389395252,-43.26405715942383,-43.97190856933594,1.8982146404131044,3,5
3.0,7.3,-43.0,-57.0,1.3659652598445797,-46.69677734375,-56.606727600097656,1.9150120760463027,5,2
2.5,2.8,-32.0,-47.0,0.843945558878394,-35.96083450317383,-46.578636169433594,2.1381809651018417,3,5
4.75,9.1,-50.0,-43.0,3.5373354384327222,-49.80336380004883,-44.848388671875,3.0567065478006987,7,3
2.5,6.4,-47.0,-43.0,1.426702335387327,-46.88763427734375,-44.05622100830078,1.4412367673182758,5,3
4.75,3.7,-65.0,-48.0,0.0010646799191110562,-64.52245330810547,-52.48894500732422,0.12309171821337526,4,5
4.75,8.2,-48.0,-46.0,1.7247238196617845,-47.943817138671875,-46.52811050415039,1.8079744565258389,6,3
1.5,6.4,-48.0,-50.0,1.4844789660534041,-48.52811050415039,-49.943817138671875,0.8237889918200956,4,3
-0.8,3.7,-37.0,-28.0,0.9883172881166469,-36.7471809387207,-30.376501083374023,0.8716328231394288,4,4
4.75,7.3,-45.0,-47.0,2.331365654893056,-45.52811050415039,-46.943817138671875,2.44043879467703,6,4
-0.8,3.7,-38.0,-48.0,0.5900952007885006,-40.64055633544922,-47.71908950805664,2.1994514058254513,3,4
4.75,2.8,-45.0,-50.0,0.854282226483439,-46.32027816772461,-49.85954666137695,0.9867648233065065,4,6
3.0,9.1,-43.0,-40.0,2.470129394029867,-42.91572570800781,-40.79216766357422,2.2744966101480517,6,2
1.5,4.6,-41.0,-40.0,1.037249045792152,-40.97190856933594,-40.26405715942383,0.8908701348172322,3,4
2.0,8.2,-48.0,-36.0,0.443356160444102,-47.662906646728516,-39.16866683959961,1.8599433733818935,6,2
2.0,1.9,-27.0,-49.0,0.051931199788220105,-32.80922317504883,-48.381996154785156,0.3692424253648277,2,6
2.0,8.2,-48.0,-36.0,0.443356160444102,-47.662906646728516,-39.16866683959961,1.8599433733818935,6,2
3.0,2.8,-46.0,-46.0,1.8974520182400556,-45.97190856933594,-45.97190856933594,1.886192902229403,3,5
-0.8,1.9,-36.0,-44.0,0.871104601708701,-38.11244583129883,-43.775272369384766,1.369011870141492,2,5
4.75,3.7,-65.0,-48.0,0.0010646799191110562,-64.52245330810547,-52.48894500732422,0.12309171821337526,4,5
2.0,3.7,-49.0,-55.0,1.2460524181890966,-50.58433532714844,-54.83145523071289,0.3376156138816578,3,4
3.5,4.6,-82.0,-42.0,0.8999999290347493,-80.87635803222656,-52.562225341796875,1.3859153862266027,4,4
3.0,9.1,-43.0,-40.0,2.470129394029867,-42.91572570800781,-40.79216766357422,2.2744966101480517,6,2
4.75,7.3,-45.0,-47.0,2.331365654893056,-45.52811050415039,-46.943817138671875,2.44043879467703,6,4
2.5,3.7,-41.0,-55.0,0.4225360439607024,-44.69677734375,-54.606727600097656,1.7094711026872251,3,5
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
-0.8,1.9,-36.0,-44.0,0.871104601708701,-38.11244583129883,-43.775272369384766,1.369011870141492,2,5
2.5,1.9,-32.0,-47.0,0.5902618302483971,-35.96083450317383,-46.578636169433594,2.179284776367403,2,6
1.0,4.6,-49.0,-42.0,2.5469944868668803,-48.80336380004883,-43.848388671875,2.873542813159419,3,4
3.0,6.4,-43.0,-57.0,0.48965877174836075,-46.69677734375,-56.606727600097656,1.1071481945867103,5,3
3.5,7.3,-50.0,-39.0,0.8629222742646114,-49.69099807739258,-41.90461349487305,1.179821412701972,5,3
3.5,2.8,-43.0,-44.0,1.9464577389395252,-43.26405715942383,-43.97190856933594,1.8982146404131044,3,5
1.0,4.6,-45.0,-34.0,2.394517645536788,-44.69099807739258,-36.90461349487305,2.687101206893909,3,4
0.5,7.3,-43.0,-37.0,1.5013333741403758,-42.83145523071289,-38.58433532714844,1.2423106785072622,5,2
3.0,8.2,-43.0,-40.0,1.7498085029397907,-42.91572570800781,-40.79216766357422,1.5034752458888891,6,2
3.0,4.6,-47.0,-43.0,0.45251261750063476,-46.88763427734375,-44.05622100830078,0.48165378892794786,4,4
-0.8,8.2,-41.0,-27.0,0.8138637843950058,-40.606727600097656,-30.696779251098633,2.367587467323451,6,2
-0.8,9.1,-50.0,-22.0,2.1379467057614034,-49.21345138549805,-29.393556594848633,3.690171696805415,6,1
4.0,8.2,-42.0,-48.0,1.8826748642618742,-43.58433532714844,-47.83145523071289,2.379403313842358,6,3
