AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-50.0,-50.0,4,6,0.6165907064291565,4.620128860156622
-47.0,-43.0,-47.0,-47.0,5,3,1.3464232675592707,1.6088954571852803
-50.0,-41.0,-50.0,-50.0,3,6,4.006625981522816,4.978354754647221
-41.0,-55.0,-55.0,-55.0,4,4,0.5392474082313345,0.7731938797126608
-50.0,-27.0,-50.0,-50.0,5,2,1.2552719776869077,1.238809660194601
-48.0,-37.0,-48.0,-48.0,6,3,1.2595776132831045,1.2791890960444432
-42.0,-48.0,-48.0,-48.0,6,3,0.290885319576259,2.1598010984050338
-32.0,-47.0,-47.0,-47.0,2,6,0.5764530507873801,3.3004072856536477
-43.0,-40.0,-43.0,-43.0,6,2,1.3584956682832439,3.488480469245439
-48.0,-44.0,-48.0,-48.0,5,4,1.3917082882294665,0.47739784478609404
-36.0,-44.0,-44.0,-44.0,2,5,0.23858366328728722,4.581030543233347
-29.0,-49.0,-49.0,-49.0,2,6,0.09713638660738025,4.652321356027096
-38.0,-48.0,-48.0,-48.0,2,5,0.8159457539058854,5.526767819820333
-36.0,-39.0,-39.0,-39.0,3,4,0.3602871847222247,0.5375142618991005
-37.0,-28.0,-37.0,-37.0,3,4,0.6911979522017951,2.1895223738419687
-43.0,-44.0,-44.0,-44.0,3,5,2.083789688908418,2.0144136263297328
-46.0,-46.0,-46.0,-46.0,3,5,1.9159057534583177,1.9159057534583177
-50.0,-39.0,-50.0,-50.0,5,3,0.496311179783949,1.905934813462296
-50.0,-39.0,-50.0,-50.0,5,3,0.496311179783949,1.905934813462296
-41.0,-27.0,-41.0,-41.0,6,2,0.3584189856617762,3.903815911094136
-40.0,-42.0,-42.0,-42.0,2,5,1.3832918142275779,2.079862093930297
-51.0,-45.0,-51.0,-51.0,3,4,3.196704583838317,2.725543481655328
-42.0,-48.0,-48.0,-48.0,7,3,1.114600911011083,3.0517465205852505
-45.0,-40.0,-45.0,-45.0,6,2,1.4931920480362462,4.540787321023534
-56.0,-31.0,-56.0,-56.0,6,2,0.37388123226965325,5.31910194638458
-47.0,-43.0,-47.0,-47.0,3,5,1.4399054945546457,1.4323966270870334
-45.0,-46.0,-46.0,-46.0,4,5,1.4569112990473145,1.3271563048338477
-44.0,-27.0,-44.0,-44.0,5,2,0.3759898908861143,4.204026599895347
-44.0,-27.0,-44.0,-44.0,6,1,0.7179364939724804,4.978590793241244
-65.0,-48.0,-65.0,-65.0,4,5,0.39566337996024864,0.17200686932312348
-46.0,-38.0,-46.0,-46.0,6,2,1.6447718312559056,4.685583503711985
