AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-45.14426803588867,-50.0,0,0,1.1480644937212132,1.1360646040832552
-47.0,-43.0,-47.0,-43.115413665771484,0,0,1.1480644937212132,1.1360646040832552
-50.0,-41.0,-50.0,-41.259681701660156,0,0,1.1480644937212132,1.1360646040832552
-41.0,-55.0,-41.40394973754883,-55.0,0,0,1.1480644937212132,1.1360646040832552
-50.0,-27.0,-50.0,-27.663631439208984,0,0,1.1480644937212132,1.1360646040832552
-48.0,-37.0,-48.0,-37.31739044189453,0,0,1.1480644937212132,1.1360646040832552
-42.0,-48.0,-42.17312240600586,-48.0,0,0,1.1480644937212132,1.1360646040832552
-32.0,-47.0,-32.432804107666016,-47.0,0,0,1.1480644937212132,1.1360646040832552
-43.0,-40.0,-43.0,-40.0865592956543,0,0,1.1480644937212132,1.1360646040832552
-48.0,-44.0,-48.0,-44.115413665771484,0,0,1.1480644937212132,1.1360646040832552
-36.0,-44.0,-36.23082733154297,-44.0,0,0,1.1480644937212132,1.1360646040832552
-29.0,-49.0,-29.577070236206055,-49.0,0,0,1.1480644937212132,1.1360646040832552
-38.0,-48.0,-38.288536071777344,-48.0,0,0,1.1480644937212132,1.1360646040832552
-36.0,-39.0,-36.0865592956543,-39.0,0,0,1.1480644937212132,1.1360646040832552
-37.0,-28.0,-37.0,-28.259681701660156,0,0,1.1480644937212132,1.1360646040832552
-43.0,-44.0,-43.02885437011719,-44.0,0,0,1.1480644937212132,1.1360646040832552
-46.0,-46.0,-46.0,-46.0,0,0,1.1480644937212132,1.1360646040832552
-50.0,-39.0,-50.0,-39.31739044189453,0,0,1.1480644937212132,1.1360646040832552
-50.0,-39.0,-50.0,-39.31739044189453,0,0,1.1480644937212132,1.1360646040832552
-41.0,-27.0,-41.0,-27.403949737548828,0,0,1.1480644937212132,1.1360646040832552
-40.0,-42.0,-40.057708740234375,-42.0,0,0,1.1480644937212132,1.1360646040832552
-51.0,-45.0,-51.0,-45.17312240600586,0,0,1.1480644937212132,1.1360646040832552
-42.0,-48.0,-42.17312240600586,-48.0,0,0,1.1480644937212132,1.1360646040832552
-45.0,-40.0,-45.0,-40.14426803588867,0,0,1.1480644937212132,1.1360646040832552
-56.0,-31.0,-56.0,-31.721338272094727,0,0,1.1480644937212132,1.1360646040832552
-47.0,-43.0,-47.0,-43.115413665771484,0,0,1.1480644937212132,1.1360646040832552
-45.0,-46.0,-45.02885437011719,-46.0,0,0,1.1480644937212132,1.1360646040832552
-44.0,-27.0,-44.0,-27.490510940551758,0,0,1.1480644937212132,1.1360646040832552
-44.0,-27.0,-44.0,-27.490510940551758,0,0,1.1480644937212132,1.1360646040832552
-65.0,-48.0,-65.0,-48.490509033203125,0,0,1.1480644937212132,1.1360646040832552
-46.0,-38.0,-46.0,-38.23082733154297,0,0,1.1480644937212132,1.1360646040832552
-42.0,-55.0,-42.37509536743164,-55.0,2,5,1.1480644937212132,1.1360646040832552
-50.0,-22.0,-50.0,-22.807899475097656,0,0,1.2654772190459536,1.2610831459450478
-42.0,-22.0,-42.0,-22.577070236206055,0,0,1.2654772190459536,1.2610831459450478
-43.0,-39.0,-43.0,-39.115413665771484,0,0,1.2654772190459536,1.2610831459450478
-38.0,-48.0,-38.288536071777344,-48.0,0,0,1.2654772190459536,1.2610831459450478
-50.0,-39.0,-50.0,-39.31739044189453,0,0,1.2654772190459536,1.2610831459450478
-32.0,-47.0,-32.432804107666016,-47.0,0,0,1.2654772190459536,1.2610831459450478
-43.0,-37.0,-43.0,-37.17312240600586,0,0,1.2654772190459536,1.2610831459450478
-48.0,-46.0,-48.0,-46.057708740234375,0,0,1.2654772190459536,1.2610831459450478
-47.0,-43.0,-47.0,-43.115413665771484,0,0,1.2654772190459536,1.2610831459450478
-27.0,-48.0,-27.605924606323242,-48.0,0,0,1.2654772190459536,1.2610831459450478
-41.0,-55.0,-41.40394973754883,-55.0,0,0,1.2654772190459536,1.2610831459450478
-51.0,-45.0,-51.0,-45.17312240600586,0,0,1.2654772190459536,1.2610831459450478
-43.0,-57.0,-43.40394973754883,-57.0,0,0,1.2654772190459536,1.2610831459450478
-40.0,-41.0,-40.02885437011719,-41.0,0,0,1.2654772190459536,1.2610831459450478
-47.0,-43.0,-47.0,-43.115413665771484,0,0,1.2654772190459536,1.2610831459450478
-47.0,-43.0,-47.0,-43.115413665771484,0,0,1.2654772190459536,1.2610831459450478
-43.0,-44.0,-43.02885437011719,-44.0,0,0,1.2654772190459536,1.2610831459450478
-50.0,-39.0,-50.0,-39.31739044189453,0,0,1.2654772190459536,1.2610831459450478
-56.0,-31.0,-56.0,-31.721338272094727,0,0,1.2654772190459536,1.2610831459450478
-42.0,-55.0,-42.37509536743164,-55.0,0,0,1.2654772190459536,1.2610831459450478
-33.0,-45.0,-33.34624099731445,-45.0,0,0,1.2654772190459536,1.2610831459450478
-37.0,-28.0,-37.0,-28.04441261291504,0,0,1.2654772190459536,1.2610831459450478
-48.0,-37.0,-48.0,-37.31739044189453,0,0,1.2654772190459536,1.2610831459450478
-45.0,-40.0,-45.0,-40.14426803588867,0,0,1.2654772190459536,1.2610831459450478
-45.0,-50.0,-45.14426803588867,-50.0,0,0,1.2654772190459536,1.2610831459450478
-45.0,-40.0,-45.0,-40.14426803588867,0,0,1.2654772190459536,1.2610831459450478
-32.0,-47.0,-32.432804107666016,-47.0,0,0,1.2654772190459536,1.2610831459450478
-44.0,-27.0,-44.0,-27.490510940551758,0,0,1.2654772190459536,1.2610831459450478
-43.0,-57.0,-43.40394973754883,-57.0,0,0,1.2654772190459536,1.2610831459450478
-49.0,-43.0,-49.0,-43.17312240600586,0,0,1.2654772190459536,1.2610831459450478
-56.0,-31.0,-56.0,-31.721338272094727,0,0,1.2654772190459536,1.2610831459450478
-36.0,-44.0,-36.23082733154297,-44.0,4,5,1.2654772190459536,1.2610831459450478
-47.0,-43.0,-47.0,-43.115413665771484,0,0,2.074106307591588,2.0414717346954334
-43.0,-37.0,-43.0,-37.17312240600586,0,0,2.074106307591588,2.0414717346954334
-45.0,-40.0,-45.0,-40.14426803588867,0,0,2.074106307591588,2.0414717346954334
-45.0,-47.0,-45.057708740234375,-47.0,0,0,2.074106307591588,2.0414717346954334
-43.0,-45.0,-43.057708740234375,-45.0,0,0,2.074106307591588,2.0414717346954334
-45.0,-50.0,-45.14426803588867,-50.0,0,0,2.074106307591588,2.0414717346954334
-36.0,-39.0,-36.0865592956543,-39.0,0,0,2.074106307591588,2.0414717346954334
-43.0,-37.0,-43.0,-37.17312240600586,0,0,2.074106307591588,2.0414717346954334
-43.0,-44.0,-43.02885437011719,-44.0,0,0,2.074106307591588,2.0414717346954334
-56.0,-31.0,-56.0,-31.721338272094727,0,0,2.074106307591588,2.0414717346954334
-56.0,-31.0,-56.0,-31.721338272094727,0,0,2.074106307591588,2.0414717346954334
-45.0,-40.0,-45.0,-40.14426803588867,0,0,2.074106307591588,2.0414717346954334
-47.0,-37.0,-47.0,-37.288536071777344,0,0,2.074106307591588,2.0414717346954334
-43.0,-57.0,-43.40394973754883,-57.0,0,0,2.074106307591588,2.0414717346954334
-43.0,-40.0,-43.0,-40.0865592956543,0,0,2.074106307591588,2.0414717346954334
-29.0,-49.0,-29.577070236206055,-49.0,0,0,2.074106307591588,2.0414717346954334
-45.0,-40.0,-45.0,-40.14426803588867,0,0,2.074106307591588,2.0414717346954334
-45.0,-50.0,-45.14426803588867,-50.0,0,0,2.074106307591588,2.0414717346954334
-45.0,-47.0,-45.057708740234375,-47.0,0,0,2.074106307591588,2.0414717346954334
-48.0,-37.0,-48.0,-37.31739044189453,0,0,2.074106307591588,2.0414717346954334
-51.0,-45.0,-51.0,-45.17312240600586,0,0,2.074106307591588,2.0414717346954334
-45.0,-46.0,-45.02885437011719,-46.0,0,0,2.074106307591588,2.0414717346954334
-44.0,-47.0,-44.0865592956543,-47.0,0,0,2.074106307591588,2.0414717346954334
-43.0,-39.0,-43.0,-39.115413665771484,0,0,2.074106307591588,2.0414717346954334
-43.0,-45.0,-43.057708740234375,-45.0,0,0,2.074106307591588,2.0414717346954334
