AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-46.32027816772461,-50.0,4,6,0.1772436545300512,1.3511335759441627
-47.0,-43.0,-47.0,-44.05622100830078,5,3,1.42655154076351,1.5617230643461752
-50.0,-41.0,-50.0,-43.37649917602539,3,6,2.784998788056619,3.6381137001407917
-41.0,-55.0,-44.69677734375,-55.0,4,4,1.079572976711628,0.5766779846197064
-50.0,-27.0,-50.0,-33.073280334472656,5,2,2.0748433544071396,1.7781975873884934
-48.0,-37.0,-48.0,-39.90461349487305,6,3,0.9319175193524708,1.7932655010921104
-42.0,-48.0,-43.58433532714844,-48.0,6,3,1.1276679232269413,2.4517770532110257
-32.0,-47.0,-35.96083450317383,-47.0,2,6,0.17320672823409072,1.139319279085864
-43.0,-40.0,-43.0,-40.79216766357422,6,2,0.2453852150161317,0.13004634248119046
-48.0,-44.0,-48.0,-45.05622100830078,5,4,0.5342211855861072,0.3987600227319387
-36.0,-44.0,-38.11244583129883,-44.0,2,5,0.8235281814550232,0.958636294974053
-29.0,-49.0,-34.28111267089844,-49.0,2,6,1.0064307703234001,0.5181393344921045
-38.0,-48.0,-40.64055633544922,-48.0,2,5,0.9404708114460782,4.556035494792153
-36.0,-39.0,-36.79216766357422,-39.0,3,4,0.44208216484348306,0.3666804430076221
-37.0,-28.0,-37.0,-30.376501083374023,3,4,0.9964529927188402,0.468138426989563
-43.0,-44.0,-43.26405715942383,-44.0,3,5,1.795803195574495,1.7940262403881995
-46.0,-46.0,-46.0,-46.0,3,5,1.1412582678660186,1.1412582678660186
-50.0,-39.0,-50.0,-41.90461349487305,5,3,1.526122189471772,2.5080780190306524
-50.0,-39.0,-50.0,-41.90461349487305,5,3,1.526122189471772,2.5080780190306524
-41.0,-27.0,-41.0,-30.696779251098633,6,2,1.0380377942369716,3.4077913609117254
-40.0,-42.0,-40.52811050415039,-42.0,2,5,2.360833802435557,2.8001705521655365
-51.0,-45.0,-51.0,-46.58433532714844,3,4,0.28874644080524076,0.5730172728583559
-42.0,-48.0,-43.58433532714844,-48.0,7,3,1.9414375023123647,3.3517335342302497
-45.0,-40.0,-45.0,-41.32027816772461,6,2,1.3512649016576663,2.7761525992273173
