AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-47.34465789794922,-50.0,0,0,0.43714145799224224,3.056126751572843
-47.0,-43.0,-47.0,-44.875728607177734,0,0,1.3931002097174605,1.6101477704375105
-50.0,-41.0,-50.0,-45.22038650512695,0,0,2.930788975930059,5.2038509701040425
-41.0,-55.0,-47.56504440307617,-55.0,0,0,0.3549569238789753,0.929468221039058
-50.0,-27.0,-50.0,-37.785430908203125,0,0,1.7115658296949463,1.782125554167119
-48.0,-37.0,-48.0,-42.15824890136719,0,0,0.9078923934437291,1.7179806433909368
-42.0,-48.0,-44.81359100341797,-48.0,0,0,0.39068492021649676,2.78648139320043
-32.0,-47.0,-39.03397750854492,-47.0,0,0,1.1618603558565879,2.8396939649877484
-43.0,-40.0,-43.0,-41.406795501708984,0,0,0.80204742200464,0.778107155506531
-48.0,-44.0,-48.0,-45.875728607177734,0,0,0.44098048743992463,0.890356993436659
-36.0,-44.0,-39.7514533996582,-44.0,0,0,1.226879387651874,1.949823646150501
-29.0,-49.0,-38.37863540649414,-49.0,0,0,0.8057970549697562,2.072088496122811
-38.0,-48.0,-42.6893196105957,-48.0,0,0,0.7566902467528135,6.256982761134983
-36.0,-39.0,-37.406795501708984,-39.0,0,0,0.23152617614408819,0.2752306350291875
-37.0,-28.0,-37.0,-32.22038650512695,0,0,0.6941361989164262,0.7040998584279875
-43.0,-44.0,-43.46893310546875,-44.0,0,0,2.065928303514041,2.037156829056695
-46.0,-46.0,-46.0,-46.0,0,0,1.5899440312383615,1.5899440312383615
-50.0,-39.0,-50.0,-44.15824890136719,0,0,1.199128975709587,0.44753560715446283
-50.0,-39.0,-50.0,-44.15824890136719,0,0,1.199128975709587,0.44753560715446283
-41.0,-27.0,-41.0,-33.56504440307617,0,0,0.6184708591206092,2.1373552207031903
-40.0,-42.0,-40.937862396240234,-42.0,0,0,1.4968166838147592,1.936938674849472
-51.0,-45.0,-51.0,-47.81359100341797,0,0,2.855888283243396,3.324717920853319
-42.0,-48.0,-44.81359100341797,-48.0,0,0,1.2825067938951114,3.6289739929058777
-45.0,-40.0,-45.0,-42.34465789794922,0,0,0.7262615162810561,2.063639769244281
-56.0,-31.0,-56.0,-42.723297119140625,0,0,0.8860248203483028,3.1814836049681032
-47.0,-43.0,-47.0,-44.875728607177734,0,0,1.6171960713523854,2.018487581531167
-45.0,-46.0,-45.46893310546875,-46.0,0,0,0.7815597819424609,0.8317766665645348
-44.0,-27.0,-44.0,-34.971839904785156,0,0,0.4279342022801629,1.6915931398943145
-44.0,-27.0,-44.0,-34.971839904785156,0,0,0.49056244010153527,2.5179755618119315
-65.0,-48.0,-65.0,-55.971839904785156,0,0,0.03972563492404355,0.19145119379274095
-46.0,-38.0,-46.0,-41.7514533996582,0,0,1.40417713133876,3.1156708282773335
-42.0,-55.0,-48.09611511230469,-55.0,2,5,1.282373001969622,1.140468746865192
-50.0,-22.0,-50.0,-35.13009262084961,0,0,1.4528589577509325,3.862856948840847
-42.0,-22.0,-42.0,-31.378637313842773,0,0,1.2448866840051276,1.8653132833489934
-43.0,-39.0,-43.0,-40.875728607177734,0,0,3.2439173029633848,3.653658250456592
-38.0,-48.0,-42.6893196105957,-48.0,0,0,0.7566902467528135,6.256982761134983
-50.0,-39.0,-50.0,-44.15824890136719,0,0,1.199128975709587,0.44753560715446283
-32.0,-47.0,-39.03397750854492,-47.0,0,0,1.4599614801873158,2.103102195062719
-43.0,-37.0,-43.0,-39.81359100341797,0,0,1.2176758040984124,1.9126493055251224
