AP1,AP2,AP1_attack,AP2_attack,layers1,layers2,error,error_adv
-45.0,-50.0,-47.320552825927734,-50.0,4,6,0.922440823991842,4.152302778545006
-47.0,-43.0,-47.0,-44.8564453125,5,3,1.8781113992874543,2.0518531549316306
-50.0,-41.0,-50.0,-45.176998138427734,3,6,3.5407956169370554,4.7657990909452135
-41.0,-55.0,-47.49755096435547,-55.0,4,4,0.2707023402134225,0.8155728097415297
-50.0,-27.0,-50.0,-37.6745491027832,5,2,1.5691234778361378,1.9095436499770317
-48.0,-37.0,-48.0,-42.105220794677734,6,3,1.557867992024592,2.4336317325335552
-42.0,-48.0,-44.784664154052734,-48.0,6,3,1.1399000171853482,3.527143376300486
-32.0,-47.0,-38.96166229248047,-47.0,2,6,0.5665601344063319,3.163179496511499
-43.0,-40.0,-43.0,-41.392333984375,6,2,1.3843650378193426,1.2351642806833103
-48.0,-44.0,-48.0,-45.8564453125,5,4,1.71584088799455,1.0338340877717418
-36.0,-44.0,-39.712886810302734,-44.0,2,5,1.5459644917736115,1.9963271996184886
-29.0,-49.0,-38.28221893310547,-49.0,2,6,0.6909808535096593,2.5346890853694326
-38.0,-48.0,-42.641109466552734,-48.0,2,5,0.9402017515844273,5.945610840906366
-36.0,-39.0,-37.392333984375,-39.0,3,4,0.49533168656796717,0.2468633197253987
-37.0,-28.0,-37.0,-32.176998138427734,3,4,1.0021920619433595,0.5404304373800165
-43.0,-44.0,-43.464111328125,-44.0,3,5,2.2061018537538213,2.1402155766896858
-46.0,-46.0,-46.0,-46.0,3,5,0.9991360115154185,0.9991360115154185
-50.0,-39.0,-50.0,-44.105220794677734,5,3,1.005811628385777,1.0430183841613865
-50.0,-39.0,-50.0,-44.105220794677734,5,3,1.005811628385777,1.0430183841613865
-41.0,-27.0,-41.0,-33.49755096435547,6,2,0.6091130841440465,3.9681365919715805
-40.0,-42.0,-40.92822265625,-42.0,2,5,1.2600056912950903,1.664739050075215
-51.0,-45.0,-51.0,-47.784664154052734,3,4,3.412869461133005,3.221479439201954
-42.0,-48.0,-44.784664154052734,-48.0,7,3,1.9537835205563048,4.424082319358463
-45.0,-40.0,-45.0,-42.320552825927734,6,2,1.8191177756776367,3.346336663029928
-56.0,-31.0,-56.0,-42.6027717590332,6,2,0.8427218017733902,5.624947679129222
-47.0,-43.0,-47.0,-44.8564453125,3,5,0.8816342572453705,0.7715226183351004
-45.0,-46.0,-45.464111328125,-46.0,4,5,0.5178841703584526,0.5485515383096589
-44.0,-27.0,-44.0,-34.88988494873047,5,2,0.4493841871253524,3.2186117961350873
-44.0,-27.0,-44.0,-34.88988494873047,6,1,0.9325133932574141,4.0489887575917525
-65.0,-48.0,-65.0,-55.88988494873047,4,5,0.19873077007031373,0.002054251396794961
-46.0,-38.0,-46.0,-41.712886810302734,6,2,1.492891961288467,4.082074081191051
-42.0,-55.0,-48.033443450927734,-55.0,2,5,1.718389404660596,0.9979913573844648
-50.0,-22.0,-50.0,-34.9951057434082,6,1,0.12247891357456113,3.489017364186633
-42.0,-22.0,-42.0,-31.28221893310547,6,2,0.3465153464461295,1.4695121824410131
-43.0,-39.0,-43.0,-40.8564453125,3,4,2.216601032442886,3.250970683997534
-38.0,-48.0,-42.641109466552734,-48.0,2,5,0.9402017515844273,5.945610840906366
-50.0,-39.0,-50.0,-44.105220794677734,5,3,1.005811628385777,1.0430183841613865
-32.0,-47.0,-38.96166229248047,-47.0,3,5,0.5745160277038474,2.5797598230945935
-43.0,-37.0,-43.0,-39.784664154052734,5,2,2.1844311667935163,1.5094807422155625
-48.0,-46.0,-48.0,-46.92822265625,6,3,2.848526571887301,2.3906246758711855
-47.0,-43.0,-47.0,-44.8564453125,4,4,0.037504795603790754,0.21217797596692078
-27.0,-48.0,-36.74633026123047,-48.0,2,6,0.5858596666010014,2.4352137978872914
