2023-06-28 21:14:21.746	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-49
2023-06-28 21:14:21.750	Peppa Pig	48:a1:95:eb:c6:21	-65
2023-06-28 21:14:21.751	BUAA-Mobile	18:64:72:d3:21:b1	-55
2023-06-28 21:14:21.752	BUAA-WiFi	18:64:72:d3:21:b0	-62
2023-06-28 21:14:21.753	AP1_5G	f0:b4:29:db:56:86	-57
2023-06-28 21:14:21.754	AP1	f0:b4:29:db:56:85	-49
2023-06-28 21:14:21.755	BUAA-Mobile	40:e3:d6:8d:14:61	-96
2023-06-28 21:14:21.756	BUAA-WiFi	40:e3:d6:8d:14:60	-98
2023-06-28 21:14:21.757	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-43
2023-06-28 21:14:21.759	BUAA-Mobile	18:64:72:d3:03:91	-64
2023-06-28 21:14:21.760	BUAA-WiFi	18:64:72:d3:03:90	-64
2023-06-28 21:14:21.761	BUAA-Mobile	18:64:72:d3:29:41	-69
2023-06-28 21:14:21.762	BUAA-WiFi	18:64:72:d3:29:40	-69
2023-06-28 21:14:21.763		32:b4:9e:60:24:33	-88
2023-06-28 21:14:21.763	MERCURY_E208	bc:5f:f6:1c:e5:64	-94
2023-06-28 21:14:21.764	BUAA-Mobile	18:64:72:d3:29:51	-74
2023-06-28 21:14:21.765	BUAA-WiFi	18:64:72:d3:29:50	-74
2023-06-28 21:14:21.765	BUAA-Mobile	18:64:72:d3:21:a1	-56
2023-06-28 21:14:21.766	BUAA-WiFi	18:64:72:d3:21:a0	-56
2023-06-28 21:14:21.767	BUAA-WiFi	18:64:72:d3:03:80	-66
2023-06-28 21:14:21.768	Peppa Pig	48:a1:95:eb:c6:20	-62
2023-06-28 21:14:21.768		0c:b5:27:5e:a2:c1	-92
2023-06-28 21:14:21.769	BUAA-WiFi	b0:f9:63:24:19:f0	-96
2023-06-28 21:14:21.770	xiao group	8a:25:93:86:e0:4c	-88
2023-06-28 21:14:21.771	BUAA-Mobile	b0:f9:63:24:54:b2	-91
2023-06-28 21:14:21.772	BUAA-WiFi	b0:f9:63:24:54:b0	-92
2023-06-28 21:14:21.772	307_mobile	0c:b5:27:5e:a2:bc	-93
2023-06-28 21:14:21.773	CMT	28:64:b0:7b:b0:a0	-94
2023-06-28 21:14:21.774	BUAA-Mobile	b0:f9:63:24:51:b2	-91
2023-06-28 21:14:21.775	BUAA-WiFi	b0:f9:63:24:51:b0	-92
2023-06-28 21:14:22.729	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-49
2023-06-28 21:14:22.731	Peppa Pig	48:a1:95:eb:c6:21	-65
2023-06-28 21:14:22.733	BUAA-Mobile	18:64:72:d3:21:b1	-55
2023-06-28 21:14:22.735	BUAA-WiFi	18:64:72:d3:21:b0	-62
2023-06-28 21:14:22.736	AP1_5G	f0:b4:29:db:56:86	-57
2023-06-28 21:14:22.736	AP1	f0:b4:29:db:56:85	-49
2023-06-28 21:14:22.737	BUAA-Mobile	40:e3:d6:8d:14:61	-96
2023-06-28 21:14:22.738	BUAA-WiFi	40:e3:d6:8d:14:60	-98
2023-06-28 21:14:22.739	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-43
2023-06-28 21:14:22.740	BUAA-Mobile	18:64:72:d3:03:91	-64
2023-06-28 21:14:22.740	BUAA-WiFi	18:64:72:d3:03:90	-64
2023-06-28 21:14:22.741	BUAA-Mobile	18:64:72:d3:29:41	-69
2023-06-28 21:14:22.742	BUAA-WiFi	18:64:72:d3:29:40	-69
2023-06-28 21:14:22.743		32:b4:9e:60:24:33	-88
2023-06-28 21:14:22.744	MERCURY_E208	bc:5f:f6:1c:e5:64	-94
2023-06-28 21:14:22.745	BUAA-Mobile	18:64:72:d3:29:51	-74
2023-06-28 21:14:22.745	BUAA-WiFi	18:64:72:d3:29:50	-74
2023-06-28 21:14:22.746	BUAA-Mobile	18:64:72:d3:21:a1	-56
2023-06-28 21:14:22.747	BUAA-WiFi	18:64:72:d3:21:a0	-56
2023-06-28 21:14:22.748	BUAA-WiFi	18:64:72:d3:03:80	-66
2023-06-28 21:14:22.749	Peppa Pig	48:a1:95:eb:c6:20	-62
2023-06-28 21:14:22.749		0c:b5:27:5e:a2:c1	-92
2023-06-28 21:14:22.750	BUAA-WiFi	b0:f9:63:24:19:f0	-96
2023-06-28 21:14:22.751	xiao group	8a:25:93:86:e0:4c	-88
2023-06-28 21:14:22.751	BUAA-Mobile	b0:f9:63:24:54:b2	-91
2023-06-28 21:14:22.752	BUAA-WiFi	b0:f9:63:24:54:b0	-92
2023-06-28 21:14:22.753	307_mobile	0c:b5:27:5e:a2:bc	-93
2023-06-28 21:14:22.754	CMT	28:64:b0:7b:b0:a0	-94
2023-06-28 21:14:22.756	BUAA-Mobile	b0:f9:63:24:51:b2	-91
2023-06-28 21:14:22.757	BUAA-WiFi	b0:f9:63:24:51:b0	-92
2023-06-28 21:14:23.729	Peppa Pig	48:a1:95:eb:c6:21	-57
2023-06-28 21:14:23.733	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-44
2023-06-28 21:14:23.736	BUAA-WiFi	18:64:72:d3:21:b0	-53
2023-06-28 21:14:23.739	AP1_5G	f0:b4:29:db:56:86	-67
2023-06-28 21:14:23.742	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-45
2023-06-28 21:14:23.744	AP1	f0:b4:29:db:56:85	-49
2023-06-28 21:14:23.745	BUAA-Mobile	18:64:72:d3:21:b1	-52
2023-06-28 21:14:23.747	BUAA-WiFi	18:64:72:d3:29:40	-71
2023-06-28 21:14:23.748	BUAA-Mobile	18:64:72:d3:29:41	-95
2023-06-28 21:14:23.749	BUAA-Mobile	18:64:72:d3:21:a1	-59
2023-06-28 21:14:23.751	BUAA-WiFi	b0:f9:63:24:28:f0	-96
2023-06-28 21:14:23.752	BUAA-Mobile	18:64:72:d3:03:81	-65
2023-06-28 21:14:23.754	BUAA-WiFi	18:64:72:d3:03:80	-66
2023-06-28 21:14:23.755	BUAA-Mobile	b0:f9:63:24:15:d2	-94
2023-06-28 21:14:23.757	BUAA-WiFi	b0:f9:63:24:15:d0	-96
2023-06-28 21:14:24.730	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-41
2023-06-28 21:14:24.732	Peppa Pig	48:a1:95:eb:c6:21	-53
2023-06-28 21:14:24.734	BUAA-Mobile	18:64:72:d3:21:b1	-52
2023-06-28 21:14:24.736	BUAA-WiFi	18:64:72:d3:21:b0	-53
2023-06-28 21:14:24.737	AP1_5G	f0:b4:29:db:56:86	-62
2023-06-28 21:14:24.739	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-32
2023-06-28 21:14:24.740	AP1	f0:b4:29:db:56:85	-49
2023-06-28 21:14:24.742	BUAA-Mobile	40:e3:d6:8d:14:61	-96
2023-06-28 21:14:24.743	BUAA-Mobile	18:64:72:d3:03:91	-70
2023-06-28 21:14:24.745	BUAA-WiFi	18:64:72:d3:03:90	-70
2023-06-28 21:14:24.746		0c:b5:27:5e:a2:c1	-95
2023-06-28 21:14:24.748	BUAA-WiFi	b0:f9:63:24:19:f0	-95
2023-06-28 21:14:24.749		32:b4:9e:60:24:33	-83
2023-06-28 21:14:24.750	BUAA-WiFi	18:64:72:d3:21:a0	-67
2023-06-28 21:14:24.752	BUAA-WiFi	18:64:72:d3:03:80	-72
2023-06-28 21:14:24.753	BUAA-WiFi	18:64:72:d3:1f:e0	-72
2023-06-28 21:14:24.754	CMT	28:64:b0:7b:b0:a0	-92
2023-06-28 21:14:24.755	BUAA-Mobile	18:64:72:d3:29:51	-81
2023-06-28 21:14:24.757	BUAA-WiFi	18:64:72:d3:29:50	-81
2023-06-28 21:14:24.758	BUAA-WiFi	18:64:72:d3:29:40	-71
2023-06-28 21:14:24.759	BUAA-Mobile	18:64:72:d3:29:41	-95
2023-06-28 21:14:24.760	BUAA-Mobile	18:64:72:d3:21:a1	-59
2023-06-28 21:14:24.761	BUAA-WiFi	b0:f9:63:24:28:f0	-96
2023-06-28 21:14:24.763	BUAA-Mobile	18:64:72:d3:03:81	-65
2023-06-28 21:14:24.764	BUAA-Mobile	b0:f9:63:24:15:d2	-94
2023-06-28 21:14:24.765	BUAA-WiFi	b0:f9:63:24:15:d0	-96
2023-06-28 21:14:25.729	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-43
2023-06-28 21:14:25.732	Peppa Pig	48:a1:95:eb:c6:21	-53
2023-06-28 21:14:25.735	BUAA-Mobile	18:64:72:d3:21:b1	-52
2023-06-28 21:14:25.737	BUAA-WiFi	18:64:72:d3:21:b0	-54
2023-06-28 21:14:25.739	AP1_5G	f0:b4:29:db:56:86	-62
2023-06-28 21:14:25.741	BUAA-Mobile	18:64:72:d3:2f:21	-83
2023-06-28 21:14:25.743	BUAA-WiFi	18:64:72:d3:2f:20	-83
2023-06-28 21:14:25.744	Peppa Pig	48:a1:95:eb:c6:20	-52
2023-06-28 21:14:25.746	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-31
2023-06-28 21:14:25.747	AP1	f0:b4:29:db:56:85	-49
2023-06-28 21:14:25.748	BUAA-WiFi	40:e3:d6:8d:14:60	-84
2023-06-28 21:14:25.750	BUAA-Mobile	18:64:72:d3:03:91	-71
2023-06-28 21:14:25.751	BUAA-WiFi	18:64:72:d3:03:90	-70
2023-06-28 21:14:25.753	BUAA-Mobile	18:64:72:d3:29:41	-70
2023-06-28 21:14:25.754	BUAA-Mobile	18:64:72:d3:1f:e1	-75
2023-06-28 21:14:25.755	BUAA-WiFi	18:64:72:d3:1f:e0	-75
2023-06-28 21:14:25.757	BUAA-Mobile	18:64:72:d3:21:a1	-57
2023-06-28 21:14:25.758	BUAA-WiFi	18:64:72:d3:21:a0	-56
2023-06-28 21:14:25.759	BUAA-Mobile	18:64:72:d3:29:51	-80
2023-06-28 21:14:25.760	BUAA-Mobile	40:e3:d6:8d:14:61	-96
2023-06-28 21:14:25.762		0c:b5:27:5e:a2:c1	-95
2023-06-28 21:14:25.763	BUAA-WiFi	b0:f9:63:24:19:f0	-95
2023-06-28 21:14:25.764		32:b4:9e:60:24:33	-83
2023-06-28 21:14:25.766	BUAA-WiFi	18:64:72:d3:03:80	-72
2023-06-28 21:14:25.767	CMT	28:64:b0:7b:b0:a0	-92
2023-06-28 21:14:25.768	BUAA-WiFi	18:64:72:d3:29:50	-81
2023-06-28 21:14:25.770	BUAA-WiFi	18:64:72:d3:29:40	-71
2023-06-28 21:14:25.771	BUAA-WiFi	b0:f9:63:24:28:f0	-96
2023-06-28 21:14:25.772	BUAA-Mobile	18:64:72:d3:03:81	-65
2023-06-28 21:14:25.774	BUAA-Mobile	b0:f9:63:24:15:d2	-94
2023-06-28 21:14:25.775	BUAA-WiFi	b0:f9:63:24:15:d0	-96
2023-06-28 21:14:26.730	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-43
2023-06-28 21:14:26.733	Peppa Pig	48:a1:95:eb:c6:21	-53
2023-06-28 21:14:26.735	BUAA-WiFi	18:64:72:d3:21:b0	-55
2023-06-28 21:14:26.737	AP1_5G	f0:b4:29:db:56:86	-61
2023-06-28 21:14:26.740	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-31
2023-06-28 21:14:26.742	AP1	f0:b4:29:db:56:85	-56
2023-06-28 21:14:26.744		aa:39:b3:d8:a7:52	-92
