Date,Time,Name,MAC,Value
2023-06-14,21:28:44.556,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:45.548,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:46.544,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:47.560,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:48.552,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:49.552,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:50.550,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:51.556,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:52.548,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:53.558,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:54.554,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:55.554,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:56.558,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:57.563,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:58.557,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:28:59.556,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:00.557,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:01.555,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:02.555,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:03.548,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:04.552,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:05.557,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:06.553,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:07.554,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:08.559,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:09.557,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:10.552,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:11.567,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:12.555,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:13.567,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:14.569,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:15.562,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:16.558,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:17.563,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:18.556,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:19.547,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:20.562,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:21.563,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:22.564,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:23.571,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:24.553,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:25.550,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:26.567,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:27.563,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:28.565,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:29.562,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:30.564,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:31.563,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:32.575,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:33.566,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:34.562,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:35.568,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:36.556,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:37.562,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:38.569,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:39.564,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:40.569,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:41.578,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:42.572,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:43.577,AP1,f0:b4:29:db:56:85,-47
2023-06-14,21:29:44.570,AP1,f0:b4:29:db:56:85,-47
