Date,Time,Name,MAC,Value
2023-06-14,19:54:21.421,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:22.406,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:23.424,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:24.429,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:25.424,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:26.419,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:27.418,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:28.422,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:29.426,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:30.420,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:31.427,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:32.426,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:33.418,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:34.424,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:35.420,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:36.416,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:37.417,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:38.418,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:39.415,AP1,f0:b4:29:db:56:85,-49
2023-06-14,19:54:40.418,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:41.411,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:42.428,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:43.425,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:44.419,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:45.427,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:46.415,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:47.419,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:48.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:49.411,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:50.414,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:51.416,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:52.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:53.419,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:54.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:55.416,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:56.420,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:57.419,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:58.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:54:59.415,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:00.412,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:01.414,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:02.422,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:03.412,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:04.412,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:05.422,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:06.413,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:07.419,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:08.418,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:09.414,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:10.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:11.418,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:12.416,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:13.413,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:14.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:15.417,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:16.421,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:17.426,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:18.430,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:19.430,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:20.430,AP1,f0:b4:29:db:56:85,-48
2023-06-14,19:55:21.426,AP1,f0:b4:29:db:56:85,-48
