Date,Time,Name,MAC,Value
2023-06-14,21:24:13.054,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:14.036,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:15.039,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:16.040,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:17.041,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:18.051,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:19.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:20.041,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:21.046,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:22.046,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:23.053,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:24.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:25.053,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:26.054,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:27.045,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:28.052,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:29.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:30.053,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:31.051,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:32.060,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:33.055,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:34.045,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:35.061,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:36.050,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:37.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:38.049,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:39.044,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:40.040,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:41.042,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:42.042,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:43.044,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:44.051,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:45.043,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:46.045,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:47.043,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:48.046,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:49.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:50.049,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:51.049,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:52.041,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:53.050,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:54.046,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:55.043,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:56.050,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:57.045,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:58.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:24:59.044,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:00.045,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:01.046,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:02.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:03.049,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:04.049,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:05.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:06.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:07.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:08.047,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:09.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:10.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:11.048,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:12.050,AP1,f0:b4:29:db:56:85,-40
2023-06-14,21:25:13.052,AP1,f0:b4:29:db:56:85,-40
